ID,KP,AP,F10.7,DENSITY
1710360,2.70E+01,1.20E+01,1.29E+02,1.79E-12
1710420,2.70E+01,1.20E+01,1.29E+02,1.82E-12
1710480,2.70E+01,1.20E+01,1.29E+02,1.84E-12
1710540,2.70E+01,1.20E+01,1.29E+02,1.84E-12
1710600,2.70E+01,1.20E+01,1.29E+02,1.87E-12
1710660,2.70E+01,1.20E+01,1.29E+02,1.90E-12
1710720,2.70E+01,1.20E+01,1.29E+02,1.91E-12
1710780,2.70E+01,1.20E+01,1.29E+02,1.81E-12
1710840,2.70E+01,1.20E+01,1.29E+02,1.77E-12
1710900,2.70E+01,1.20E+01,1.29E+02,1.75E-12
1710960,2.70E+01,1.20E+01,1.29E+02,1.66E-12
1711020,2.70E+01,1.20E+01,1.29E+02,1.63E-12
1711080,2.70E+01,1.20E+01,1.29E+02,1.74E-12
1711140,2.70E+01,1.20E+01,1.29E+02,1.81E-12
1711200,2.70E+01,1.20E+01,1.29E+02,1.96E-12
1711260,2.70E+01,1.20E+01,1.29E+02,2.30E-12
1711320,2.70E+01,1.20E+01,1.29E+02,2.34E-12
1711380,2.70E+01,1.20E+01,1.29E+02,2.42E-12
1711440,2.70E+01,1.20E+01,1.29E+02,2.58E-12
1711500,2.70E+01,1.20E+01,1.29E+02,2.70E-12
1711560,2.70E+01,1.20E+01,1.29E+02,2.95E-12
1711620,2.70E+01,1.20E+01,1.29E+02,2.51E-12
1711680,2.70E+01,1.20E+01,1.29E+02,2.70E-12
1711740,2.70E+01,1.20E+01,1.29E+02,2.69E-12
1711800,2.70E+01,1.20E+01,1.29E+02,2.77E-12
1711860,2.70E+01,1.20E+01,1.29E+02,2.86E-12
1711920,2.70E+01,1.20E+01,1.29E+02,2.95E-12
1711980,2.70E+01,1.20E+01,1.29E+02,3.05E-12
1712040,2.70E+01,1.20E+01,1.29E+02,3.06E-12
1712100,2.70E+01,1.20E+01,1.29E+02,3.13E-12
1712160,2.70E+01,1.20E+01,1.29E+02,3.18E-12
1712220,2.70E+01,1.20E+01,1.29E+02,3.28E-12
1712280,2.70E+01,1.20E+01,1.29E+02,3.46E-12
1712340,2.70E+01,1.20E+01,1.29E+02,3.66E-12
1712400,2.70E+01,1.20E+01,1.29E+02,3.82E-12
1712460,2.70E+01,1.20E+01,1.29E+02,4.00E-12
1712520,2.70E+01,1.20E+01,1.29E+02,4.23E-12
1712580,2.70E+01,1.20E+01,1.29E+02,4.49E-12
1712640,2.70E+01,1.20E+01,1.29E+02,4.65E-12
1712700,2.70E+01,1.20E+01,1.29E+02,4.66E-12
1712760,2.70E+01,1.20E+01,1.29E+02,4.60E-12
1712820,2.70E+01,1.20E+01,1.29E+02,4.48E-12
1712880,2.70E+01,1.20E+01,1.29E+02,4.34E-12
1712940,2.70E+01,1.20E+01,1.29E+02,4.18E-12
1713000,2.70E+01,1.20E+01,1.29E+02,4.14E-12
1713060,2.70E+01,1.20E+01,1.29E+02,4.14E-12
1713120,2.70E+01,1.20E+01,1.29E+02,4.22E-12
1713180,2.70E+01,1.20E+01,1.29E+02,4.12E-12
1713240,2.70E+01,1.20E+01,1.29E+02,4.08E-12
1713300,2.70E+01,1.20E+01,1.29E+02,3.94E-12
1713360,2.70E+01,1.20E+01,1.29E+02,3.84E-12
1713420,2.70E+01,1.20E+01,1.29E+02,3.79E-12
1713480,2.70E+01,1.20E+01,1.29E+02,3.74E-12
1713540,2.70E+01,1.20E+01,1.29E+02,3.64E-12
1713600,2.70E+01,1.20E+01,1.29E+02,3.62E-12
1713660,2.70E+01,1.20E+01,1.29E+02,3.46E-12
1713720,2.70E+01,1.20E+01,1.29E+02,3.01E-12
1713780,2.70E+01,1.20E+01,1.29E+02,2.73E-12
1713840,2.70E+01,1.20E+01,1.29E+02,2.68E-12
1713900,2.70E+01,1.20E+01,1.29E+02,2.75E-12
1713960,2.70E+01,1.20E+01,1.29E+02,2.70E-12
1714020,2.70E+01,1.20E+01,1.29E+02,2.81E-12
1714080,2.70E+01,1.20E+01,1.29E+02,2.92E-12
1714140,2.70E+01,1.20E+01,1.29E+02,2.68E-12
1714200,2.70E+01,1.20E+01,1.29E+02,2.79E-12
1714260,2.70E+01,1.20E+01,1.29E+02,2.17E-12
1714320,2.70E+01,1.20E+01,1.29E+02,1.73E-12
1714380,2.70E+01,1.20E+01,1.29E+02,2.27E-12
1714440,2.70E+01,1.20E+01,1.29E+02,1.99E-12
1714500,2.70E+01,1.20E+01,1.29E+02,1.87E-12
1714560,2.70E+01,1.20E+01,1.29E+02,1.86E-12
1714620,2.70E+01,1.20E+01,1.29E+02,1.93E-12
1714680,2.70E+01,1.20E+01,1.29E+02,1.98E-12
1714740,2.70E+01,1.20E+01,1.29E+02,2.01E-12
1714800,2.70E+01,1.20E+01,1.29E+02,1.95E-12
1714860,2.70E+01,1.20E+01,1.29E+02,1.94E-12
1714920,2.70E+01,1.20E+01,1.29E+02,1.95E-12
1714980,2.70E+01,1.20E+01,1.29E+02,1.97E-12
1715040,2.70E+01,1.20E+01,1.29E+02,1.93E-12
1715100,2.70E+01,1.20E+01,1.29E+02,1.87E-12
1715160,2.70E+01,1.20E+01,1.29E+02,1.82E-12
1715220,2.70E+01,1.20E+01,1.29E+02,1.74E-12
1715280,2.70E+01,1.20E+01,1.29E+02,1.72E-12
1715340,2.70E+01,1.20E+01,1.29E+02,1.79E-12
1715400,2.70E+01,1.20E+01,1.29E+02,1.77E-12
1715460,2.70E+01,1.20E+01,1.29E+02,1.83E-12
1715520,2.70E+01,1.20E+01,1.29E+02,1.77E-12
1715580,2.70E+01,1.20E+01,1.29E+02,1.73E-12
1715640,2.70E+01,1.20E+01,1.29E+02,1.80E-12
1715700,2.70E+01,1.20E+01,1.29E+02,1.84E-12
1715760,2.70E+01,1.20E+01,1.29E+02,1.86E-12
1715820,2.70E+01,1.20E+01,1.29E+02,1.83E-12
1715880,2.70E+01,1.20E+01,1.29E+02,1.83E-12
1715940,2.70E+01,1.20E+01,1.29E+02,1.84E-12
1716000,2.70E+01,1.20E+01,1.29E+02,1.81E-12
1716060,2.70E+01,1.20E+01,1.29E+02,1.76E-12
1716120,2.70E+01,1.20E+01,1.29E+02,1.67E-12
1716180,2.70E+01,1.20E+01,1.29E+02,1.63E-12
1716240,2.70E+01,1.20E+01,1.29E+02,1.58E-12
1716300,2.70E+01,1.20E+01,1.29E+02,1.63E-12
1716360,2.70E+01,1.20E+01,1.29E+02,1.67E-12
1716420,2.70E+01,1.20E+01,1.29E+02,1.70E-12
1716480,2.70E+01,1.20E+01,1.29E+02,1.80E-12
1716540,2.70E+01,1.20E+01,1.29E+02,1.84E-12
1716600,2.70E+01,1.20E+01,1.29E+02,1.77E-12
1716660,2.70E+01,1.20E+01,1.29E+02,1.85E-12
1716720,2.70E+01,1.20E+01,1.29E+02,1.91E-12
1716780,2.70E+01,1.20E+01,1.29E+02,1.73E-12
1716840,2.70E+01,1.20E+01,1.29E+02,2.11E-12
1716900,2.70E+01,1.20E+01,1.29E+02,2.33E-12
1716960,2.70E+01,1.20E+01,1.29E+02,2.41E-12
1717020,2.70E+01,1.20E+01,1.29E+02,2.71E-12
1717080,2.70E+01,1.20E+01,1.29E+02,2.96E-12
1717140,2.70E+01,1.20E+01,1.29E+02,2.70E-12
1717200,3.00E+01,1.50E+01,1.29E+02,2.94E-12
1717260,3.00E+01,1.50E+01,1.29E+02,2.99E-12
1717320,3.00E+01,1.50E+01,1.29E+02,2.92E-12
1717380,3.00E+01,1.50E+01,1.29E+02,2.96E-12
1717440,3.00E+01,1.50E+01,1.29E+02,3.06E-12
1717500,3.00E+01,1.50E+01,1.29E+02,3.16E-12
1717560,3.00E+01,1.50E+01,1.29E+02,3.24E-12
1717620,3.00E+01,1.50E+01,1.29E+02,3.39E-12
1717680,3.00E+01,1.50E+01,1.29E+02,3.54E-12
1717740,3.00E+01,1.50E+01,1.29E+02,3.70E-12
1717800,3.00E+01,1.50E+01,1.29E+02,3.83E-12
1717860,3.00E+01,1.50E+01,1.29E+02,3.93E-12
1717920,3.00E+01,1.50E+01,1.29E+02,4.05E-12
1717980,3.00E+01,1.50E+01,1.29E+02,4.19E-12
1718040,3.00E+01,1.50E+01,1.29E+02,4.33E-12
1718100,3.00E+01,1.50E+01,1.29E+02,4.40E-12
1718160,3.00E+01,1.50E+01,1.29E+02,4.43E-12
1718220,3.00E+01,1.50E+01,1.29E+02,4.47E-12
1718280,3.00E+01,1.50E+01,1.29E+02,4.30E-12
1718340,3.00E+01,1.50E+01,1.29E+02,4.27E-12
1718400,3.00E+01,1.50E+01,1.29E+02,4.28E-12
1718460,3.00E+01,1.50E+01,1.29E+02,4.33E-12
1718520,3.00E+01,1.50E+01,1.29E+02,4.31E-12
1718580,3.00E+01,1.50E+01,1.29E+02,4.46E-12
1718640,3.00E+01,1.50E+01,1.29E+02,4.54E-12
1718700,3.00E+01,1.50E+01,1.29E+02,4.46E-12
1718760,3.00E+01,1.50E+01,1.29E+02,4.31E-12
1718820,3.00E+01,1.50E+01,1.29E+02,4.20E-12
1718880,3.00E+01,1.50E+01,1.29E+02,4.02E-12
1718940,3.00E+01,1.50E+01,1.29E+02,3.79E-12
1719000,3.00E+01,1.50E+01,1.29E+02,3.56E-12
1719060,3.00E+01,1.50E+01,1.29E+02,3.43E-12
1719120,3.00E+01,1.50E+01,1.29E+02,3.55E-12
1719180,3.00E+01,1.50E+01,1.29E+02,3.63E-12
1719240,3.00E+01,1.50E+01,1.29E+02,3.28E-12
1719300,3.00E+01,1.50E+01,1.29E+02,3.19E-12
1719360,3.00E+01,1.50E+01,1.29E+02,3.10E-12
1719420,3.00E+01,1.50E+01,1.29E+02,2.86E-12
1719480,3.00E+01,1.50E+01,1.29E+02,2.79E-12
1719540,3.00E+01,1.50E+01,1.29E+02,2.86E-12
1719600,3.00E+01,1.50E+01,1.29E+02,2.74E-12
1719660,3.00E+01,1.50E+01,1.29E+02,2.52E-12
1719720,3.00E+01,1.50E+01,1.29E+02,2.40E-12
1719780,3.00E+01,1.50E+01,1.29E+02,1.93E-12
1719840,3.00E+01,1.50E+01,1.29E+02,2.22E-12
1719900,3.00E+01,1.50E+01,1.29E+02,1.99E-12
1719960,3.00E+01,1.50E+01,1.29E+02,1.77E-12
1720020,3.00E+01,1.50E+01,1.29E+02,1.77E-12
1720080,3.00E+01,1.50E+01,1.29E+02,1.62E-12
1720140,3.00E+01,1.50E+01,1.29E+02,1.69E-12
1720200,3.00E+01,1.50E+01,1.29E+02,1.68E-12
1720260,3.00E+01,1.50E+01,1.29E+02,1.68E-12
1720320,3.00E+01,1.50E+01,1.29E+02,1.71E-12
1720380,3.00E+01,1.50E+01,1.29E+02,1.81E-12
1720440,3.00E+01,1.50E+01,1.29E+02,1.84E-12
1720500,3.00E+01,1.50E+01,1.29E+02,1.83E-12
1720560,3.00E+01,1.50E+01,1.29E+02,1.86E-12
1720620,3.00E+01,1.50E+01,1.29E+02,1.84E-12
1720680,3.00E+01,1.50E+01,1.29E+02,1.75E-12
1720740,3.00E+01,1.50E+01,1.29E+02,1.74E-12
1720800,3.00E+01,1.50E+01,1.29E+02,1.77E-12
1720860,3.00E+01,1.50E+01,1.29E+02,1.82E-12
1720920,3.00E+01,1.50E+01,1.29E+02,1.81E-12
1720980,3.00E+01,1.50E+01,1.29E+02,1.89E-12
1721040,3.00E+01,1.50E+01,1.29E+02,1.94E-12
1721100,3.00E+01,1.50E+01,1.29E+02,1.93E-12
1721160,3.00E+01,1.50E+01,1.29E+02,1.93E-12
1721220,3.00E+01,1.50E+01,1.29E+02,1.95E-12
1721280,3.00E+01,1.50E+01,1.29E+02,1.94E-12
1721340,3.00E+01,1.50E+01,1.29E+02,1.89E-12
1721400,3.00E+01,1.50E+01,1.29E+02,1.86E-12
1721460,3.00E+01,1.50E+01,1.29E+02,1.88E-12
1721520,3.00E+01,1.50E+01,1.29E+02,1.92E-12
1721580,3.00E+01,1.50E+01,1.29E+02,1.94E-12
1721640,3.00E+01,1.50E+01,1.29E+02,1.93E-12
1721700,3.00E+01,1.50E+01,1.29E+02,1.81E-12
1721760,3.00E+01,1.50E+01,1.29E+02,1.77E-12
1721820,3.00E+01,1.50E+01,1.29E+02,1.77E-12
1721880,3.00E+01,1.50E+01,1.29E+02,1.74E-12
1721940,3.00E+01,1.50E+01,1.29E+02,1.72E-12
1722000,3.00E+01,1.50E+01,1.29E+02,1.90E-12
1722060,3.00E+01,1.50E+01,1.29E+02,1.99E-12
1722120,3.00E+01,1.50E+01,1.29E+02,2.02E-12
1722180,3.00E+01,1.50E+01,1.29E+02,1.97E-12
1722240,3.00E+01,1.50E+01,1.29E+02,2.30E-12
1722300,3.00E+01,1.50E+01,1.29E+02,2.48E-12
1722360,3.00E+01,1.50E+01,1.29E+02,2.58E-12
1722420,3.00E+01,1.50E+01,1.29E+02,2.64E-12
1722480,3.00E+01,1.50E+01,1.29E+02,2.63E-12
1722540,3.00E+01,1.50E+01,1.29E+02,2.70E-12
1722600,3.00E+01,1.50E+01,1.29E+02,2.48E-12
1722660,3.00E+01,1.50E+01,1.29E+02,2.34E-12
1722720,3.00E+01,1.50E+01,1.29E+02,2.61E-12
1722780,3.00E+01,1.50E+01,1.29E+02,2.85E-12
1722840,3.00E+01,1.50E+01,1.29E+02,3.00E-12
1722900,3.00E+01,1.50E+01,1.29E+02,3.01E-12
1722960,3.00E+01,1.50E+01,1.29E+02,3.03E-12
1723020,3.00E+01,1.50E+01,1.29E+02,3.07E-12
1723080,3.00E+01,1.50E+01,1.29E+02,3.17E-12
1723140,3.00E+01,1.50E+01,1.29E+02,3.28E-12
1723200,3.00E+01,1.50E+01,1.29E+02,3.39E-12
1723260,3.00E+01,1.50E+01,1.29E+02,3.49E-12
1723320,3.00E+01,1.50E+01,1.29E+02,3.63E-12
1723380,3.00E+01,1.50E+01,1.29E+02,3.73E-12
1723440,3.00E+01,1.50E+01,1.29E+02,3.90E-12
1723500,3.00E+01,1.50E+01,1.29E+02,4.00E-12
1723560,3.00E+01,1.50E+01,1.29E+02,4.15E-12
1723620,3.00E+01,1.50E+01,1.29E+02,4.31E-12
1723680,3.00E+01,1.50E+01,1.29E+02,4.36E-12
1723740,3.00E+01,1.50E+01,1.29E+02,4.41E-12
1723800,3.00E+01,1.50E+01,1.29E+02,4.49E-12
1723860,3.00E+01,1.50E+01,1.29E+02,4.55E-12
1723920,3.00E+01,1.50E+01,1.29E+02,4.69E-12
1723980,3.00E+01,1.50E+01,1.29E+02,4.80E-12
1724040,3.00E+01,1.50E+01,1.29E+02,4.87E-12
1724100,3.00E+01,1.50E+01,1.29E+02,4.84E-12
1724160,3.00E+01,1.50E+01,1.29E+02,4.74E-12
1724220,3.00E+01,1.50E+01,1.29E+02,4.67E-12
1724280,3.00E+01,1.50E+01,1.29E+02,4.61E-12
1724340,3.00E+01,1.50E+01,1.29E+02,4.54E-12
1724400,3.00E+01,1.50E+01,1.29E+02,4.35E-12
1724460,3.00E+01,1.50E+01,1.29E+02,4.15E-12
1724520,3.00E+01,1.50E+01,1.29E+02,3.87E-12
1724580,3.00E+01,1.50E+01,1.29E+02,3.63E-12
1724640,3.00E+01,1.50E+01,1.29E+02,3.70E-12
1724700,3.00E+01,1.50E+01,1.29E+02,3.67E-12
1724760,3.00E+01,1.50E+01,1.29E+02,3.41E-12
1724820,3.00E+01,1.50E+01,1.29E+02,3.11E-12
1724880,3.00E+01,1.50E+01,1.29E+02,2.99E-12
1724940,3.00E+01,1.50E+01,1.29E+02,3.10E-12
1725000,3.00E+01,1.50E+01,1.29E+02,2.90E-12
1725060,3.00E+01,1.50E+01,1.29E+02,3.01E-12
1725120,3.00E+01,1.50E+01,1.29E+02,2.57E-12
1725180,3.00E+01,1.50E+01,1.29E+02,2.18E-12
1725240,3.00E+01,1.50E+01,1.29E+02,2.40E-12
1725300,3.00E+01,1.50E+01,1.29E+02,2.49E-12
1725360,3.00E+01,1.50E+01,1.29E+02,2.35E-12
1725420,3.00E+01,1.50E+01,1.29E+02,1.86E-12
1725480,3.00E+01,1.50E+01,1.29E+02,1.52E-12
1725540,3.00E+01,1.50E+01,1.29E+02,1.40E-12
1725600,3.00E+01,1.50E+01,1.29E+02,1.52E-12
1725660,3.00E+01,1.50E+01,1.29E+02,1.51E-12
1725720,3.00E+01,1.50E+01,1.29E+02,1.45E-12
1725780,3.00E+01,1.50E+01,1.29E+02,1.54E-12
1725840,3.00E+01,1.50E+01,1.29E+02,1.65E-12
1725900,3.00E+01,1.50E+01,1.29E+02,1.63E-12
1725960,3.00E+01,1.50E+01,1.29E+02,1.69E-12
1726020,3.00E+01,1.50E+01,1.29E+02,1.79E-12
1726080,3.00E+01,1.50E+01,1.29E+02,1.84E-12
1726140,3.00E+01,1.50E+01,1.29E+02,1.81E-12
1726200,3.00E+01,1.50E+01,1.29E+02,1.76E-12
1726260,3.00E+01,1.50E+01,1.29E+02,1.70E-12
1726320,3.00E+01,1.50E+01,1.29E+02,1.68E-12
1726380,3.00E+01,1.50E+01,1.29E+02,1.79E-12
1726440,3.00E+01,1.50E+01,1.29E+02,1.83E-12
1726500,3.00E+01,1.50E+01,1.29E+02,1.91E-12
1726560,3.00E+01,1.50E+01,1.29E+02,2.05E-12
1726620,3.00E+01,1.50E+01,1.29E+02,2.15E-12
1726680,3.00E+01,1.50E+01,1.29E+02,2.22E-12
1726740,3.00E+01,1.50E+01,1.29E+02,2.19E-12
1726800,3.00E+01,1.50E+01,1.29E+02,2.19E-12
1726860,3.00E+01,1.50E+01,1.29E+02,2.17E-12
1726920,3.00E+01,1.50E+01,1.29E+02,2.12E-12
1726980,3.00E+01,1.50E+01,1.29E+02,2.12E-12
1727040,3.00E+01,1.50E+01,1.29E+02,2.06E-12
1727100,3.00E+01,1.50E+01,1.29E+02,2.02E-12
1727160,3.00E+01,1.50E+01,1.29E+02,1.95E-12
1727220,3.00E+01,1.50E+01,1.29E+02,1.87E-12
1727280,3.00E+01,1.50E+01,1.29E+02,1.79E-12
1727340,3.00E+01,1.50E+01,1.29E+02,1.70E-12
1727400,3.00E+01,1.50E+01,1.29E+02,1.68E-12
1727460,3.00E+01,1.50E+01,1.29E+02,2.15E-12
1727520,3.00E+01,1.50E+01,1.29E+02,1.70E-12
1727580,3.00E+01,1.50E+01,1.29E+02,2.26E-12
1727640,3.00E+01,1.50E+01,1.29E+02,2.88E-12
1727700,3.00E+01,1.50E+01,1.29E+02,2.04E-12
1727760,3.00E+01,1.50E+01,1.29E+02,2.06E-12
1727820,3.00E+01,1.50E+01,1.29E+02,1.47E-12
1727880,3.00E+01,1.50E+01,1.29E+02,1.75E-12
1727940,3.00E+01,1.50E+01,1.29E+02,1.99E-12
1728000,2.30E+01,9.00E+00,1.30E+02,2.21E-12
1728060,2.30E+01,9.00E+00,1.30E+02,2.30E-12
1728120,2.30E+01,9.00E+00,1.30E+02,2.44E-12
1728180,2.30E+01,9.00E+00,1.30E+02,2.29E-12
1728240,2.30E+01,9.00E+00,1.30E+02,2.34E-12
1728300,2.30E+01,9.00E+00,1.30E+02,2.48E-12
1728360,2.30E+01,9.00E+00,1.30E+02,2.75E-12
1728420,2.30E+01,9.00E+00,1.30E+02,2.75E-12
1728480,2.30E+01,9.00E+00,1.30E+02,2.92E-12
1728540,2.30E+01,9.00E+00,1.30E+02,2.93E-12
1728600,2.30E+01,9.00E+00,1.30E+02,2.97E-12
1728660,2.30E+01,9.00E+00,1.30E+02,3.10E-12
1728720,2.30E+01,9.00E+00,1.30E+02,3.23E-12
1728780,2.30E+01,9.00E+00,1.30E+02,3.38E-12
1728840,2.30E+01,9.00E+00,1.30E+02,3.49E-12
1728900,2.30E+01,9.00E+00,1.30E+02,3.56E-12
1728960,2.30E+01,9.00E+00,1.30E+02,3.70E-12
1729020,2.30E+01,9.00E+00,1.30E+02,3.85E-12
1729080,2.30E+01,9.00E+00,1.30E+02,3.97E-12
1729140,2.30E+01,9.00E+00,1.30E+02,4.08E-12
1729200,2.30E+01,9.00E+00,1.30E+02,4.20E-12
1729260,2.30E+01,9.00E+00,1.30E+02,4.35E-12
1729320,2.30E+01,9.00E+00,1.30E+02,4.39E-12
1729380,2.30E+01,9.00E+00,1.30E+02,4.39E-12
1729440,2.30E+01,9.00E+00,1.30E+02,4.39E-12
1729500,2.30E+01,9.00E+00,1.30E+02,4.44E-12
1729560,2.30E+01,9.00E+00,1.30E+02,4.58E-12
1729620,2.30E+01,9.00E+00,1.30E+02,4.63E-12
1729680,2.30E+01,9.00E+00,1.30E+02,4.59E-12
1729740,2.30E+01,9.00E+00,1.30E+02,4.58E-12
1729800,2.30E+01,9.00E+00,1.30E+02,4.67E-12
1729860,2.30E+01,9.00E+00,1.30E+02,4.50E-12
1729920,2.30E+01,9.00E+00,1.30E+02,4.32E-12
1729980,2.30E+01,9.00E+00,1.30E+02,4.14E-12
1730040,2.30E+01,9.00E+00,1.30E+02,3.87E-12
1730100,2.30E+01,9.00E+00,1.30E+02,3.66E-12
1730160,2.30E+01,9.00E+00,1.30E+02,3.56E-12
1730220,2.30E+01,9.00E+00,1.30E+02,3.69E-12
1730280,2.30E+01,9.00E+00,1.30E+02,3.44E-12
1730340,2.30E+01,9.00E+00,1.30E+02,3.19E-12
1730400,2.30E+01,9.00E+00,1.30E+02,3.36E-12
1730460,2.30E+01,9.00E+00,1.30E+02,3.24E-12
1730520,2.30E+01,9.00E+00,1.30E+02,2.81E-12
1730580,2.30E+01,9.00E+00,1.30E+02,2.57E-12
1730640,2.30E+01,9.00E+00,1.30E+02,2.42E-12
1730700,2.30E+01,9.00E+00,1.30E+02,2.17E-12
1730760,2.30E+01,9.00E+00,1.30E+02,2.37E-12
1730820,2.30E+01,9.00E+00,1.30E+02,2.04E-12
1730880,2.30E+01,9.00E+00,1.30E+02,1.69E-12
1730940,2.30E+01,9.00E+00,1.30E+02,1.35E-12
1731000,2.30E+01,9.00E+00,1.30E+02,1.35E-12
1731060,2.30E+01,9.00E+00,1.30E+02,1.44E-12
1731120,2.30E+01,9.00E+00,1.30E+02,1.44E-12
1731180,2.30E+01,9.00E+00,1.30E+02,1.18E-12
1731240,2.30E+01,9.00E+00,1.30E+02,1.23E-12
1731300,2.30E+01,9.00E+00,1.30E+02,1.31E-12
1731360,2.30E+01,9.00E+00,1.30E+02,1.33E-12
1731420,2.30E+01,9.00E+00,1.30E+02,1.49E-12
1731480,2.30E+01,9.00E+00,1.30E+02,1.51E-12
1731540,2.30E+01,9.00E+00,1.30E+02,1.66E-12
1731600,2.30E+01,9.00E+00,1.30E+02,1.70E-12
1731660,2.30E+01,9.00E+00,1.30E+02,1.76E-12
1731720,2.30E+01,9.00E+00,1.30E+02,1.82E-12
1731780,2.30E+01,9.00E+00,1.30E+02,1.91E-12
1731840,2.30E+01,9.00E+00,1.30E+02,2.04E-12
1731900,2.30E+01,9.00E+00,1.30E+02,2.15E-12
1731960,2.30E+01,9.00E+00,1.30E+02,2.31E-12
1732020,2.30E+01,9.00E+00,1.30E+02,2.32E-12
1732080,2.30E+01,9.00E+00,1.30E+02,2.36E-12
1732140,2.30E+01,9.00E+00,1.30E+02,2.43E-12
1732200,2.30E+01,9.00E+00,1.30E+02,2.46E-12
1732260,2.30E+01,9.00E+00,1.30E+02,2.44E-12
1732320,2.30E+01,9.00E+00,1.30E+02,2.36E-12
1732380,2.30E+01,9.00E+00,1.30E+02,2.25E-12
1732440,2.30E+01,9.00E+00,1.30E+02,2.27E-12
1732500,2.30E+01,9.00E+00,1.30E+02,2.24E-12
1732560,2.30E+01,9.00E+00,1.30E+02,2.29E-12
1732620,2.30E+01,9.00E+00,1.30E+02,2.34E-12
1732680,2.30E+01,9.00E+00,1.30E+02,2.34E-12
1732740,2.30E+01,9.00E+00,1.30E+02,2.26E-12
1732800,2.30E+01,9.00E+00,1.30E+02,2.16E-12
1732860,2.30E+01,9.00E+00,1.30E+02,1.95E-12
1732920,2.30E+01,9.00E+00,1.30E+02,1.95E-12
1732980,2.30E+01,9.00E+00,1.30E+02,1.89E-12
1733040,2.30E+01,9.00E+00,1.30E+02,1.93E-12
1733100,2.30E+01,9.00E+00,1.30E+02,2.16E-12
1733160,2.30E+01,9.00E+00,1.30E+02,2.02E-12
1733220,2.30E+01,9.00E+00,1.30E+02,1.71E-12
1733280,2.30E+01,9.00E+00,1.30E+02,1.73E-12
1733340,2.30E+01,9.00E+00,1.30E+02,2.03E-12
1733400,2.30E+01,9.00E+00,1.30E+02,1.93E-12
1733460,2.30E+01,9.00E+00,1.30E+02,1.74E-12
1733520,2.30E+01,9.00E+00,1.30E+02,1.83E-12
1733580,2.30E+01,9.00E+00,1.30E+02,1.84E-12
1733640,2.30E+01,9.00E+00,1.30E+02,2.05E-12
1733700,2.30E+01,9.00E+00,1.30E+02,2.21E-12
1733760,2.30E+01,9.00E+00,1.30E+02,2.18E-12
1733820,2.30E+01,9.00E+00,1.30E+02,2.12E-12
1733880,2.30E+01,9.00E+00,1.30E+02,2.35E-12
1733940,2.30E+01,9.00E+00,1.30E+02,2.61E-12
1734000,2.30E+01,9.00E+00,1.30E+02,2.71E-12
1734060,2.30E+01,9.00E+00,1.30E+02,2.88E-12
1734120,2.30E+01,9.00E+00,1.30E+02,2.97E-12
1734180,2.30E+01,9.00E+00,1.30E+02,3.12E-12
1734240,2.30E+01,9.00E+00,1.30E+02,3.21E-12
1734300,2.30E+01,9.00E+00,1.30E+02,3.32E-12
1734360,2.30E+01,9.00E+00,1.30E+02,3.45E-12
1734420,2.30E+01,9.00E+00,1.30E+02,3.61E-12
1734480,2.30E+01,9.00E+00,1.30E+02,3.72E-12
1734540,2.30E+01,9.00E+00,1.30E+02,3.83E-12
1734600,2.30E+01,9.00E+00,1.30E+02,3.99E-12
1734660,2.30E+01,9.00E+00,1.30E+02,4.10E-12
1734720,2.30E+01,9.00E+00,1.30E+02,4.29E-12
1734780,2.30E+01,9.00E+00,1.30E+02,4.42E-12
1734840,2.30E+01,9.00E+00,1.30E+02,4.47E-12
1734900,2.30E+01,9.00E+00,1.30E+02,4.52E-12
1734960,2.30E+01,9.00E+00,1.30E+02,4.61E-12
1735020,2.30E+01,9.00E+00,1.30E+02,4.71E-12
1735080,2.30E+01,9.00E+00,1.30E+02,4.83E-12
1735140,2.30E+01,9.00E+00,1.30E+02,4.86E-12
1735200,2.30E+01,9.00E+00,1.30E+02,4.80E-12
1735260,2.30E+01,9.00E+00,1.30E+02,4.72E-12
1735320,2.30E+01,9.00E+00,1.30E+02,4.54E-12
1735380,2.30E+01,9.00E+00,1.30E+02,4.35E-12
1735440,2.30E+01,9.00E+00,1.30E+02,4.20E-12
1735500,2.30E+01,9.00E+00,1.30E+02,4.03E-12
1735560,2.30E+01,9.00E+00,1.30E+02,3.88E-12
1735620,2.30E+01,9.00E+00,1.30E+02,3.70E-12
1735680,2.30E+01,9.00E+00,1.30E+02,3.56E-12
1735740,2.30E+01,9.00E+00,1.30E+02,3.46E-12
1735800,2.30E+01,9.00E+00,1.30E+02,3.29E-12
1735860,2.30E+01,9.00E+00,1.30E+02,2.92E-12
1735920,2.30E+01,9.00E+00,1.30E+02,2.64E-12
1735980,2.30E+01,9.00E+00,1.30E+02,2.34E-12
1736040,2.30E+01,9.00E+00,1.30E+02,2.14E-12
1736100,2.30E+01,9.00E+00,1.30E+02,2.09E-12
1736160,2.30E+01,9.00E+00,1.30E+02,2.00E-12
1736220,2.30E+01,9.00E+00,1.30E+02,2.20E-12
1736280,2.30E+01,9.00E+00,1.30E+02,2.35E-12
1736340,2.30E+01,9.00E+00,1.30E+02,2.07E-12
1736400,2.30E+01,9.00E+00,1.30E+02,1.64E-12
1736460,2.30E+01,9.00E+00,1.30E+02,1.81E-12
