ID,KP,AP,F10.7,DENSITY
0,3.30E+01,1.80E+01,1.16E+02,1.77E-12
60,3.30E+01,1.80E+01,1.16E+02,1.66E-12
120,3.30E+01,1.80E+01,1.16E+02,1.91E-12
180,3.30E+01,1.80E+01,1.16E+02,2.02E-12
240,3.30E+01,1.80E+01,1.16E+02,2.17E-12
300,3.30E+01,1.80E+01,1.16E+02,2.18E-12
360,3.30E+01,1.80E+01,1.16E+02,2.06E-12
420,3.30E+01,1.80E+01,1.16E+02,2.06E-12
480,3.30E+01,1.80E+01,1.16E+02,2.25E-12
540,3.30E+01,1.80E+01,1.16E+02,2.42E-12
600,3.30E+01,1.80E+01,1.16E+02,2.23E-12
660,3.30E+01,1.80E+01,1.16E+02,2.27E-12
720,3.30E+01,1.80E+01,1.16E+02,2.26E-12
780,3.30E+01,1.80E+01,1.16E+02,2.37E-12
840,3.30E+01,1.80E+01,1.16E+02,2.56E-12
900,3.30E+01,1.80E+01,1.16E+02,2.62E-12
960,3.30E+01,1.80E+01,1.16E+02,2.74E-12
1020,3.30E+01,1.80E+01,1.16E+02,2.86E-12
1080,3.30E+01,1.80E+01,1.16E+02,3.04E-12
1140,3.30E+01,1.80E+01,1.16E+02,3.09E-12
1200,3.30E+01,1.80E+01,1.16E+02,3.08E-12
1260,3.30E+01,1.80E+01,1.16E+02,3.11E-12
1320,3.30E+01,1.80E+01,1.16E+02,3.13E-12
1380,3.30E+01,1.80E+01,1.16E+02,3.21E-12
1440,3.30E+01,1.80E+01,1.16E+02,3.16E-12
1500,3.30E+01,1.80E+01,1.16E+02,3.03E-12
1560,3.30E+01,1.80E+01,1.16E+02,3.02E-12
1620,3.30E+01,1.80E+01,1.16E+02,2.95E-12
1680,3.30E+01,1.80E+01,1.16E+02,2.93E-12
1740,3.30E+01,1.80E+01,1.16E+02,2.93E-12
1800,3.30E+01,1.80E+01,1.16E+02,3.01E-12
1860,3.30E+01,1.80E+01,1.16E+02,3.08E-12
1920,3.30E+01,1.80E+01,1.16E+02,3.16E-12
1980,3.30E+01,1.80E+01,1.16E+02,3.19E-12
2040,3.30E+01,1.80E+01,1.16E+02,3.11E-12
2100,3.30E+01,1.80E+01,1.16E+02,3.08E-12
2160,3.30E+01,1.80E+01,1.16E+02,3.08E-12
2220,3.30E+01,1.80E+01,1.16E+02,3.08E-12
2280,3.30E+01,1.80E+01,1.16E+02,3.26E-12
2340,3.30E+01,1.80E+01,1.16E+02,3.32E-12
2400,3.30E+01,1.80E+01,1.16E+02,3.30E-12
2460,3.30E+01,1.80E+01,1.16E+02,3.08E-12
2520,3.30E+01,1.80E+01,1.16E+02,2.89E-12
2580,3.30E+01,1.80E+01,1.16E+02,2.63E-12
2640,3.30E+01,1.80E+01,1.16E+02,2.51E-12
2700,3.30E+01,1.80E+01,1.16E+02,2.38E-12
2760,3.30E+01,1.80E+01,1.16E+02,2.63E-12
2820,3.30E+01,1.80E+01,1.16E+02,2.73E-12
2880,3.30E+01,1.80E+01,1.16E+02,2.68E-12
2940,3.30E+01,1.80E+01,1.16E+02,2.56E-12
3000,3.30E+01,1.80E+01,1.16E+02,2.58E-12
3060,3.30E+01,1.80E+01,1.16E+02,2.62E-12
3120,3.30E+01,1.80E+01,1.16E+02,2.48E-12
3180,3.30E+01,1.80E+01,1.16E+02,2.23E-12
3240,3.30E+01,1.80E+01,1.16E+02,2.35E-12
3300,3.30E+01,1.80E+01,1.16E+02,1.99E-12
3360,3.30E+01,1.80E+01,1.16E+02,1.99E-12
3420,3.30E+01,1.80E+01,1.16E+02,1.91E-12
3480,3.30E+01,1.80E+01,1.16E+02,1.81E-12
3540,3.30E+01,1.80E+01,1.16E+02,1.74E-12
3600,3.30E+01,1.80E+01,1.16E+02,1.71E-12
3660,3.30E+01,1.80E+01,1.16E+02,1.75E-12
3720,3.30E+01,1.80E+01,1.16E+02,1.79E-12
3780,3.30E+01,1.80E+01,1.16E+02,1.73E-12
3840,3.30E+01,1.80E+01,1.16E+02,1.64E-12
3900,3.30E+01,1.80E+01,1.16E+02,1.73E-12
3960,3.30E+01,1.80E+01,1.16E+02,1.80E-12
4020,3.30E+01,1.80E+01,1.16E+02,1.90E-12
4080,3.30E+01,1.80E+01,1.16E+02,1.93E-12
4140,3.30E+01,1.80E+01,1.16E+02,2.01E-12
4200,3.30E+01,1.80E+01,1.16E+02,2.08E-12
4260,3.30E+01,1.80E+01,1.16E+02,2.18E-12
4320,3.30E+01,1.80E+01,1.16E+02,2.26E-12
4380,3.30E+01,1.80E+01,1.16E+02,2.37E-12
4440,3.30E+01,1.80E+01,1.16E+02,2.47E-12
4500,3.30E+01,1.80E+01,1.16E+02,2.56E-12
4560,3.30E+01,1.80E+01,1.16E+02,2.62E-12
4620,3.30E+01,1.80E+01,1.16E+02,2.63E-12
4680,3.30E+01,1.80E+01,1.16E+02,2.57E-12
4740,3.30E+01,1.80E+01,1.16E+02,2.51E-12
4800,3.30E+01,1.80E+01,1.16E+02,2.50E-12
4860,3.30E+01,1.80E+01,1.16E+02,2.42E-12
4920,3.30E+01,1.80E+01,1.16E+02,2.37E-12
4980,3.30E+01,1.80E+01,1.16E+02,2.29E-12
5040,3.30E+01,1.80E+01,1.16E+02,2.24E-12
5100,3.30E+01,1.80E+01,1.16E+02,2.10E-12
5160,3.30E+01,1.80E+01,1.16E+02,2.00E-12
5220,3.30E+01,1.80E+01,1.16E+02,2.04E-12
5280,3.30E+01,1.80E+01,1.16E+02,2.16E-12
5340,3.30E+01,1.80E+01,1.16E+02,2.23E-12
5400,3.30E+01,1.80E+01,1.16E+02,2.14E-12
5460,3.30E+01,1.80E+01,1.16E+02,2.11E-12
5520,3.30E+01,1.80E+01,1.16E+02,2.20E-12
5580,3.30E+01,1.80E+01,1.16E+02,2.20E-12
5640,3.30E+01,1.80E+01,1.16E+02,2.40E-12
5700,3.30E+01,1.80E+01,1.16E+02,2.32E-12
5760,3.30E+01,1.80E+01,1.16E+02,1.99E-12
5820,3.30E+01,1.80E+01,1.16E+02,1.89E-12
5880,3.30E+01,1.80E+01,1.16E+02,2.08E-12
5940,3.30E+01,1.80E+01,1.16E+02,2.22E-12
6000,3.30E+01,1.80E+01,1.16E+02,2.38E-12
6060,3.30E+01,1.80E+01,1.16E+02,2.26E-12
6120,3.30E+01,1.80E+01,1.16E+02,2.43E-12
6180,3.30E+01,1.80E+01,1.16E+02,2.50E-12
6240,3.30E+01,1.80E+01,1.16E+02,2.49E-12
6300,3.30E+01,1.80E+01,1.16E+02,2.45E-12
6360,3.30E+01,1.80E+01,1.16E+02,2.50E-12
6420,3.30E+01,1.80E+01,1.16E+02,2.50E-12
6480,3.30E+01,1.80E+01,1.16E+02,2.50E-12
6540,3.30E+01,1.80E+01,1.16E+02,2.54E-12
6600,3.30E+01,1.80E+01,1.16E+02,2.56E-12
6660,3.30E+01,1.80E+01,1.16E+02,2.56E-12
6720,3.30E+01,1.80E+01,1.16E+02,2.62E-12
6780,3.30E+01,1.80E+01,1.16E+02,2.69E-12
6840,3.30E+01,1.80E+01,1.16E+02,2.78E-12
6900,3.30E+01,1.80E+01,1.16E+02,2.91E-12
6960,3.30E+01,1.80E+01,1.16E+02,3.04E-12
7020,3.30E+01,1.80E+01,1.16E+02,3.13E-12
7080,3.30E+01,1.80E+01,1.16E+02,3.27E-12
7140,3.30E+01,1.80E+01,1.16E+02,3.27E-12
7200,3.30E+01,1.80E+01,1.16E+02,3.26E-12
7260,3.30E+01,1.80E+01,1.16E+02,3.25E-12
7320,3.30E+01,1.80E+01,1.16E+02,3.17E-12
7380,3.30E+01,1.80E+01,1.16E+02,3.26E-12
7440,3.30E+01,1.80E+01,1.16E+02,3.38E-12
7500,3.30E+01,1.80E+01,1.16E+02,3.38E-12
7560,3.30E+01,1.80E+01,1.16E+02,3.26E-12
7620,3.30E+01,1.80E+01,1.16E+02,3.15E-12
7680,3.30E+01,1.80E+01,1.16E+02,3.18E-12
7740,3.30E+01,1.80E+01,1.16E+02,3.13E-12
7800,3.30E+01,1.80E+01,1.16E+02,3.11E-12
7860,3.30E+01,1.80E+01,1.16E+02,3.01E-12
7920,3.30E+01,1.80E+01,1.16E+02,2.98E-12
7980,3.30E+01,1.80E+01,1.16E+02,3.12E-12
8040,3.30E+01,1.80E+01,1.16E+02,3.06E-12
8100,3.30E+01,1.80E+01,1.16E+02,2.89E-12
8160,3.30E+01,1.80E+01,1.16E+02,2.72E-12
8220,3.30E+01,1.80E+01,1.16E+02,2.64E-12
8280,3.30E+01,1.80E+01,1.16E+02,2.54E-12
8340,3.30E+01,1.80E+01,1.16E+02,2.54E-12
8400,3.30E+01,1.80E+01,1.16E+02,2.67E-12
8460,3.30E+01,1.80E+01,1.16E+02,2.56E-12
8520,3.30E+01,1.80E+01,1.16E+02,2.77E-12
8580,3.30E+01,1.80E+01,1.16E+02,3.08E-12
8640,3.30E+01,1.80E+01,1.16E+02,2.55E-12
8700,3.30E+01,1.80E+01,1.16E+02,2.08E-12
8760,3.30E+01,1.80E+01,1.16E+02,2.21E-12
8820,3.30E+01,1.80E+01,1.16E+02,1.99E-12
8880,3.30E+01,1.80E+01,1.16E+02,1.87E-12
8940,3.30E+01,1.80E+01,1.16E+02,1.80E-12
9000,3.30E+01,1.80E+01,1.16E+02,1.66E-12
9060,3.30E+01,1.80E+01,1.16E+02,1.56E-12
9120,3.30E+01,1.80E+01,1.16E+02,1.54E-12
9180,3.30E+01,1.80E+01,1.16E+02,1.57E-12
9240,3.30E+01,1.80E+01,1.16E+02,1.70E-12
9300,3.30E+01,1.80E+01,1.16E+02,1.60E-12
9360,3.30E+01,1.80E+01,1.16E+02,1.58E-12
9420,3.30E+01,1.80E+01,1.16E+02,1.58E-12
9480,3.30E+01,1.80E+01,1.16E+02,1.55E-12
9540,3.30E+01,1.80E+01,1.16E+02,1.53E-12
9600,3.30E+01,1.80E+01,1.16E+02,1.60E-12
9660,3.30E+01,1.80E+01,1.16E+02,1.67E-12
9720,3.30E+01,1.80E+01,1.16E+02,1.77E-12
9780,3.30E+01,1.80E+01,1.16E+02,1.86E-12
9840,3.30E+01,1.80E+01,1.16E+02,1.91E-12
9900,3.30E+01,1.80E+01,1.16E+02,1.98E-12
9960,3.30E+01,1.80E+01,1.16E+02,2.06E-12
10020,3.30E+01,1.80E+01,1.16E+02,2.08E-12
10080,3.30E+01,1.80E+01,1.16E+02,2.12E-12
10140,3.30E+01,1.80E+01,1.16E+02,2.08E-12
10200,3.30E+01,1.80E+01,1.16E+02,2.08E-12
10260,3.30E+01,1.80E+01,1.16E+02,2.11E-12
10320,3.30E+01,1.80E+01,1.16E+02,2.19E-12
10380,3.30E+01,1.80E+01,1.16E+02,2.24E-12
10440,3.30E+01,1.80E+01,1.16E+02,2.20E-12
10500,3.30E+01,1.80E+01,1.16E+02,2.29E-12
10560,3.30E+01,1.80E+01,1.16E+02,2.27E-12
10620,3.30E+01,1.80E+01,1.16E+02,2.19E-12
10680,3.30E+01,1.80E+01,1.16E+02,2.20E-12
10740,3.30E+01,1.80E+01,1.16E+02,2.18E-12
10800,3.70E+01,2.20E+01,1.16E+02,2.33E-12
10860,3.70E+01,2.20E+01,1.16E+02,2.32E-12
10920,3.70E+01,2.20E+01,1.16E+02,2.20E-12
10980,3.70E+01,2.20E+01,1.16E+02,2.10E-12
11040,3.70E+01,2.20E+01,1.16E+02,2.16E-12
11100,3.70E+01,2.20E+01,1.16E+02,1.96E-12
11160,3.70E+01,2.20E+01,1.16E+02,1.99E-12
11220,3.70E+01,2.20E+01,1.16E+02,2.16E-12
11280,3.70E+01,2.20E+01,1.16E+02,2.35E-12
11340,3.70E+01,2.20E+01,1.16E+02,2.48E-12
11400,3.70E+01,2.20E+01,1.16E+02,2.51E-12
11460,3.70E+01,2.20E+01,1.16E+02,2.37E-12
11520,3.70E+01,2.20E+01,1.16E+02,2.06E-12
11580,3.70E+01,2.20E+01,1.16E+02,2.11E-12
11640,3.70E+01,2.20E+01,1.16E+02,2.02E-12
11700,3.70E+01,2.20E+01,1.16E+02,2.14E-12
11760,3.70E+01,2.20E+01,1.16E+02,2.27E-12
11820,3.70E+01,2.20E+01,1.16E+02,2.30E-12
11880,3.70E+01,2.20E+01,1.16E+02,2.40E-12
11940,3.70E+01,2.20E+01,1.16E+02,2.47E-12
12000,3.70E+01,2.20E+01,1.16E+02,2.61E-12
12060,3.70E+01,2.20E+01,1.16E+02,2.75E-12
12120,3.70E+01,2.20E+01,1.16E+02,2.94E-12
12180,3.70E+01,2.20E+01,1.16E+02,3.08E-12
12240,3.70E+01,2.20E+01,1.16E+02,3.19E-12
12300,3.70E+01,2.20E+01,1.16E+02,3.35E-12
12360,3.70E+01,2.20E+01,1.16E+02,3.32E-12
12420,3.70E+01,2.20E+01,1.16E+02,3.24E-12
12480,3.70E+01,2.20E+01,1.16E+02,3.10E-12
12540,3.70E+01,2.20E+01,1.16E+02,2.99E-12
12600,3.70E+01,2.20E+01,1.16E+02,2.87E-12
12660,3.70E+01,2.20E+01,1.16E+02,2.84E-12
12720,3.70E+01,2.20E+01,1.16E+02,2.81E-12
12780,3.70E+01,2.20E+01,1.16E+02,2.88E-12
12840,3.70E+01,2.20E+01,1.16E+02,2.90E-12
12900,3.70E+01,2.20E+01,1.16E+02,2.98E-12
12960,3.70E+01,2.20E+01,1.16E+02,2.95E-12
13020,3.70E+01,2.20E+01,1.16E+02,2.93E-12
13080,3.70E+01,2.20E+01,1.16E+02,2.97E-12
13140,3.70E+01,2.20E+01,1.16E+02,2.99E-12
13200,3.70E+01,2.20E+01,1.16E+02,3.00E-12
13260,3.70E+01,2.20E+01,1.16E+02,2.71E-12
13320,3.70E+01,2.20E+01,1.16E+02,2.71E-12
13380,3.70E+01,2.20E+01,1.16E+02,2.92E-12
13440,3.70E+01,2.20E+01,1.16E+02,3.05E-12
13500,3.70E+01,2.20E+01,1.16E+02,2.94E-12
13560,3.70E+01,2.20E+01,1.16E+02,2.75E-12
13620,3.70E+01,2.20E+01,1.16E+02,2.65E-12
13680,3.70E+01,2.20E+01,1.16E+02,2.60E-12
13740,3.70E+01,2.20E+01,1.16E+02,2.76E-12
13800,3.70E+01,2.20E+01,1.16E+02,2.50E-12
13860,3.70E+01,2.20E+01,1.16E+02,2.10E-12
13920,3.70E+01,2.20E+01,1.16E+02,2.27E-12
13980,3.70E+01,2.20E+01,1.16E+02,2.53E-12
14040,3.70E+01,2.20E+01,1.16E+02,2.41E-12
14100,3.70E+01,2.20E+01,1.16E+02,2.09E-12
14160,3.70E+01,2.20E+01,1.16E+02,1.91E-12
14220,3.70E+01,2.20E+01,1.16E+02,1.90E-12
14280,3.70E+01,2.20E+01,1.16E+02,2.03E-12
14340,3.70E+01,2.20E+01,1.16E+02,2.31E-12
14400,3.70E+01,2.20E+01,1.16E+02,1.70E-12
14460,3.70E+01,2.20E+01,1.16E+02,1.54E-12
14520,3.70E+01,2.20E+01,1.16E+02,1.48E-12
14580,3.70E+01,2.20E+01,1.16E+02,1.48E-12
14640,3.70E+01,2.20E+01,1.16E+02,1.44E-12
14700,3.70E+01,2.20E+01,1.16E+02,1.49E-12
14760,3.70E+01,2.20E+01,1.16E+02,1.44E-12
14820,3.70E+01,2.20E+01,1.16E+02,1.45E-12
14880,3.70E+01,2.20E+01,1.16E+02,1.55E-12
14940,3.70E+01,2.20E+01,1.16E+02,1.74E-12
15000,3.70E+01,2.20E+01,1.16E+02,1.84E-12
15060,3.70E+01,2.20E+01,1.16E+02,1.86E-12
15120,3.70E+01,2.20E+01,1.16E+02,1.89E-12
15180,3.70E+01,2.20E+01,1.16E+02,1.97E-12
15240,3.70E+01,2.20E+01,1.16E+02,2.10E-12
15300,3.70E+01,2.20E+01,1.16E+02,2.24E-12
15360,3.70E+01,2.20E+01,1.16E+02,2.37E-12
15420,3.70E+01,2.20E+01,1.16E+02,2.39E-12
15480,3.70E+01,2.20E+01,1.16E+02,2.43E-12
15540,3.70E+01,2.20E+01,1.16E+02,2.41E-12
15600,3.70E+01,2.20E+01,1.16E+02,2.42E-12
15660,3.70E+01,2.20E+01,1.16E+02,2.35E-12
15720,3.70E+01,2.20E+01,1.16E+02,2.36E-12
15780,3.70E+01,2.20E+01,1.16E+02,2.34E-12
15840,3.70E+01,2.20E+01,1.16E+02,2.39E-12
15900,3.70E+01,2.20E+01,1.16E+02,2.43E-12
15960,3.70E+01,2.20E+01,1.16E+02,2.38E-12
16020,3.70E+01,2.20E+01,1.16E+02,2.29E-12
16080,3.70E+01,2.20E+01,1.16E+02,2.18E-12
16140,3.70E+01,2.20E+01,1.16E+02,2.13E-12
16200,3.70E+01,2.20E+01,1.16E+02,2.05E-12
16260,3.70E+01,2.20E+01,1.16E+02,2.13E-12
16320,3.70E+01,2.20E+01,1.16E+02,2.10E-12
16380,3.70E+01,2.20E+01,1.16E+02,2.19E-12
16440,3.70E+01,2.20E+01,1.16E+02,2.28E-12
16500,3.70E+01,2.20E+01,1.16E+02,2.19E-12
16560,3.70E+01,2.20E+01,1.16E+02,2.37E-12
16620,3.70E+01,2.20E+01,1.16E+02,2.15E-12
16680,3.70E+01,2.20E+01,1.16E+02,2.04E-12
16740,3.70E+01,2.20E+01,1.16E+02,1.85E-12
16800,3.70E+01,2.20E+01,1.16E+02,1.40E-12
16860,3.70E+01,2.20E+01,1.16E+02,1.40E-12
16920,3.70E+01,2.20E+01,1.16E+02,1.53E-12
16980,3.70E+01,2.20E+01,1.16E+02,1.59E-12
17040,3.70E+01,2.20E+01,1.16E+02,1.57E-12
17100,3.70E+01,2.20E+01,1.16E+02,1.74E-12
17160,3.70E+01,2.20E+01,1.16E+02,2.18E-12
17220,3.70E+01,2.20E+01,1.16E+02,2.20E-12
17280,3.70E+01,2.20E+01,1.16E+02,2.14E-12
17340,3.70E+01,2.20E+01,1.16E+02,2.11E-12
17400,3.70E+01,2.20E+01,1.16E+02,2.21E-12
17460,3.70E+01,2.20E+01,1.16E+02,2.32E-12
17520,3.70E+01,2.20E+01,1.16E+02,2.57E-12
17580,3.70E+01,2.20E+01,1.16E+02,2.73E-12
17640,3.70E+01,2.20E+01,1.16E+02,2.90E-12
17700,3.70E+01,2.20E+01,1.16E+02,3.04E-12
17760,3.70E+01,2.20E+01,1.16E+02,3.20E-12
17820,3.70E+01,2.20E+01,1.16E+02,3.23E-12
17880,3.70E+01,2.20E+01,1.16E+02,3.24E-12
17940,3.70E+01,2.20E+01,1.16E+02,3.22E-12
18000,3.70E+01,2.20E+01,1.16E+02,3.13E-12
18060,3.70E+01,2.20E+01,1.16E+02,3.05E-12
18120,3.70E+01,2.20E+01,1.16E+02,2.99E-12
18180,3.70E+01,2.20E+01,1.16E+02,2.90E-12
18240,3.70E+01,2.20E+01,1.16E+02,2.88E-12
18300,3.70E+01,2.20E+01,1.16E+02,2.94E-12
18360,3.70E+01,2.20E+01,1.16E+02,3.00E-12
18420,3.70E+01,2.20E+01,1.16E+02,3.03E-12
18480,3.70E+01,2.20E+01,1.16E+02,3.06E-12
18540,3.70E+01,2.20E+01,1.16E+02,3.11E-12
18600,3.70E+01,2.20E+01,1.16E+02,3.38E-12
18660,3.70E+01,2.20E+01,1.16E+02,3.46E-12
18720,3.70E+01,2.20E+01,1.16E+02,3.20E-12
18780,3.70E+01,2.20E+01,1.16E+02,2.93E-12
18840,3.70E+01,2.20E+01,1.16E+02,2.75E-12
18900,3.70E+01,2.20E+01,1.16E+02,2.81E-12
18960,3.70E+01,2.20E+01,1.16E+02,2.93E-12
19020,3.70E+01,2.20E+01,1.16E+02,2.92E-12
19080,3.70E+01,2.20E+01,1.16E+02,2.70E-12
19140,3.70E+01,2.20E+01,1.16E+02,2.56E-12
19200,3.70E+01,2.20E+01,1.16E+02,2.51E-12
19260,3.70E+01,2.20E+01,1.16E+02,2.37E-12
19320,3.70E+01,2.20E+01,1.16E+02,2.22E-12
19380,3.70E+01,2.20E+01,1.16E+02,2.20E-12
19440,3.70E+01,2.20E+01,1.16E+02,2.22E-12
19500,3.70E+01,2.20E+01,1.16E+02,1.97E-12
19560,3.70E+01,2.20E+01,1.16E+02,1.83E-12
19620,3.70E+01,2.20E+01,1.16E+02,1.82E-12
19680,3.70E+01,2.20E+01,1.16E+02,1.90E-12
19740,3.70E+01,2.20E+01,1.16E+02,2.02E-12
19800,3.70E+01,2.20E+01,1.16E+02,1.74E-12
19860,3.70E+01,2.20E+01,1.16E+02,1.95E-12
19920,3.70E+01,2.20E+01,1.16E+02,1.91E-12
19980,3.70E+01,2.20E+01,1.16E+02,1.85E-12
20040,3.70E+01,2.20E+01,1.16E+02,1.77E-12
20100,3.70E+01,2.20E+01,1.16E+02,1.72E-12
20160,3.70E+01,2.20E+01,1.16E+02,1.76E-12
20220,3.70E+01,2.20E+01,1.16E+02,1.58E-12
20280,3.70E+01,2.20E+01,1.16E+02,1.65E-12
20340,3.70E+01,2.20E+01,1.16E+02,1.71E-12
20400,3.70E+01,2.20E+01,1.16E+02,1.83E-12
20460,3.70E+01,2.20E+01,1.16E+02,1.92E-12
20520,3.70E+01,2.20E+01,1.16E+02,2.03E-12
20580,3.70E+01,2.20E+01,1.16E+02,2.25E-12
20640,3.70E+01,2.20E+01,1.16E+02,2.30E-12
20700,3.70E+01,2.20E+01,1.16E+02,2.40E-12
20760,3.70E+01,2.20E+01,1.16E+02,2.47E-12
20820,3.70E+01,2.20E+01,1.16E+02,2.60E-12
20880,3.70E+01,2.20E+01,1.16E+02,2.74E-12
20940,3.70E+01,2.20E+01,1.16E+02,2.82E-12
21000,3.70E+01,2.20E+01,1.16E+02,2.95E-12
21060,3.70E+01,2.20E+01,1.16E+02,2.95E-12
21120,3.70E+01,2.20E+01,1.16E+02,2.92E-12
21180,3.70E+01,2.20E+01,1.16E+02,2.81E-12
21240,3.70E+01,2.20E+01,1.16E+02,2.65E-12
21300,3.70E+01,2.20E+01,1.16E+02,2.57E-12
21360,3.70E+01,2.20E+01,1.16E+02,2.51E-12
21420,3.70E+01,2.20E+01,1.16E+02,2.44E-12
21480,3.70E+01,2.20E+01,1.16E+02,2.30E-12
21540,3.70E+01,2.20E+01,1.16E+02,2.24E-12
21600,4.00E+01,2.70E+01,1.16E+02,2.14E-12
21660,4.00E+01,2.70E+01,1.16E+02,1.99E-12
21720,4.00E+01,2.70E+01,1.16E+02,1.86E-12
21780,4.00E+01,2.70E+01,1.16E+02,1.78E-12
21840,4.00E+01,2.70E+01,1.16E+02,1.75E-12
21900,4.00E+01,2.70E+01,1.16E+02,1.73E-12
21960,4.00E+01,2.70E+01,1.16E+02,1.71E-12
22020,4.00E+01,2.70E+01,1.16E+02,1.70E-12
22080,4.00E+01,2.70E+01,1.16E+02,1.85E-12
22140,4.00E+01,2.70E+01,1.16E+02,1.93E-12
22200,4.00E+01,2.70E+01,1.16E+02,1.95E-12
22260,4.00E+01,2.70E+01,1.16E+02,1.91E-12
22320,4.00E+01,2.70E+01,1.16E+02,1.73E-12
22380,4.00E+01,2.70E+01,1.16E+02,1.77E-12
22440,4.00E+01,2.70E+01,1.16E+02,1.90E-12
22500,4.00E+01,2.70E+01,1.16E+02,2.07E-12
22560,4.00E+01,2.70E+01,1.16E+02,2.26E-12
22620,4.00E+01,2.70E+01,1.16E+02,2.72E-12
22680,4.00E+01,2.70E+01,1.16E+02,2.94E-12
22740,4.00E+01,2.70E+01,1.16E+02,2.99E-12
22800,4.00E+01,2.70E+01,1.16E+02,2.50E-12
22860,4.00E+01,2.70E+01,1.16E+02,2.45E-12
22920,4.00E+01,2.70E+01,1.16E+02,2.49E-12
22980,4.00E+01,2.70E+01,1.16E+02,2.69E-12
23040,4.00E+01,2.70E+01,1.16E+02,2.53E-12
23100,4.00E+01,2.70E+01,1.16E+02,2.63E-12
23160,4.00E+01,2.70E+01,1.16E+02,2.85E-12
23220,4.00E+01,2.70E+01,1.16E+02,2.76E-12
23280,4.00E+01,2.70E+01,1.16E+02,2.81E-12
23340,4.00E+01,2.70E+01,1.16E+02,2.89E-12
23400,4.00E+01,2.70E+01,1.16E+02,2.91E-12
23460,4.00E+01,2.70E+01,1.16E+02,3.01E-12
23520,4.00E+01,2.70E+01,1.16E+02,3.01E-12
23580,4.00E+01,2.70E+01,1.16E+02,2.90E-12
23640,4.00E+01,2.70E+01,1.16E+02,2.72E-12
23700,4.00E+01,2.70E+01,1.16E+02,2.71E-12
23760,4.00E+01,2.70E+01,1.16E+02,2.67E-12
23820,4.00E+01,2.70E+01,1.16E+02,2.64E-12
23880,4.00E+01,2.70E+01,1.16E+02,2.68E-12
23940,4.00E+01,2.70E+01,1.16E+02,2.59E-12
24000,4.00E+01,2.70E+01,1.16E+02,2.68E-12
24060,4.00E+01,2.70E+01,1.16E+02,2.85E-12
24120,4.00E+01,2.70E+01,1.16E+02,3.00E-12
24180,4.00E+01,2.70E+01,1.16E+02,3.08E-12
24240,4.00E+01,2.70E+01,1.16E+02,3.03E-12
24300,4.00E+01,2.70E+01,1.16E+02,2.95E-12
24360,4.00E+01,2.70E+01,1.16E+02,2.98E-12
24420,4.00E+01,2.70E+01,1.16E+02,2.95E-12
24480,4.00E+01,2.70E+01,1.16E+02,2.82E-12
24540,4.00E+01,2.70E+01,1.16E+02,2.76E-12
24600,4.00E+01,2.70E+01,1.16E+02,2.69E-12
24660,4.00E+01,2.70E+01,1.16E+02,2.63E-12
24720,4.00E+01,2.70E+01,1.16E+02,2.70E-12
24780,4.00E+01,2.70E+01,1.16E+02,2.42E-12
24840,4.00E+01,2.70E+01,1.16E+02,2.26E-12
24900,4.00E+01,2.70E+01,1.16E+02,2.55E-12
24960,4.00E+01,2.70E+01,1.16E+02,2.37E-12
25020,4.00E+01,2.70E+01,1.16E+02,1.84E-12
25080,4.00E+01,2.70E+01,1.16E+02,1.83E-12
25140,4.00E+01,2.70E+01,1.16E+02,1.71E-12
25200,4.00E+01,2.70E+01,1.16E+02,1.63E-12
25260,4.00E+01,2.70E+01,1.16E+02,1.72E-12
25320,4.00E+01,2.70E+01,1.16E+02,1.76E-12
25380,4.00E+01,2.70E+01,1.16E+02,1.83E-12
25440,4.00E+01,2.70E+01,1.16E+02,2.14E-12
25500,4.00E+01,2.70E+01,1.16E+02,2.05E-12
25560,4.00E+01,2.70E+01,1.16E+02,2.05E-12
25620,4.00E+01,2.70E+01,1.16E+02,2.01E-12
25680,4.00E+01,2.70E+01,1.16E+02,2.09E-12
25740,4.00E+01,2.70E+01,1.16E+02,2.18E-12
25800,4.00E+01,2.70E+01,1.16E+02,2.14E-12
25860,4.00E+01,2.70E+01,1.16E+02,2.19E-12
25920,4.00E+01,2.70E+01,1.16E+02,2.27E-12
25980,4.00E+01,2.70E+01,1.16E+02,2.23E-12
26040,4.00E+01,2.70E+01,1.16E+02,2.31E-12
26100,4.00E+01,2.70E+01,1.16E+02,2.39E-12
26160,4.00E+01,2.70E+01,1.16E+02,2.39E-12
26220,4.00E+01,2.70E+01,1.16E+02,2.47E-12
26280,4.00E+01,2.70E+01,1.16E+02,2.47E-12
26340,4.00E+01,2.70E+01,1.16E+02,2.50E-12
26400,4.00E+01,2.70E+01,1.16E+02,2.52E-12
26460,4.00E+01,2.70E+01,1.16E+02,2.53E-12
26520,4.00E+01,2.70E+01,1.16E+02,2.49E-12
26580,4.00E+01,2.70E+01,1.16E+02,2.44E-12
26640,4.00E+01,2.70E+01,1.16E+02,2.44E-12
26700,4.00E+01,2.70E+01,1.16E+02,2.40E-12
26760,4.00E+01,2.70E+01,1.16E+02,2.34E-12
26820,4.00E+01,2.70E+01,1.16E+02,2.29E-12
26880,4.00E+01,2.70E+01,1.16E+02,2.24E-12
26940,4.00E+01,2.70E+01,1.16E+02,2.27E-12
27000,4.00E+01,2.70E+01,1.16E+02,2.17E-12
