times,high,circle,density_pre,density_eve
2455026.308521899,451.3999,95.48934,1.168e-13,5.537e-14
2455026.960773199,451.45354,79.83531,1.048e-13,9.621e-14
2455027.286898429,451.5025,72.0083,1.018e-13,1.109e-13
2455028.200047929,451.6006,73.57369,9.285e-14,5.51e-14
2455029.243645539,451.76849,72.00828,8.918e-14,4.077e-14
2455030.287244449,451.95696,72.00824,9.393e-14,5.754e-14
2455031.59174293,452.17991,87.66217,1.227e-13,5.463e-14
2455033.0266888,452.37465,76.70436,1.407e-13,7.875e-14
2455033.287587869,452.40258,79.83515,1.418e-13,9e-14
2455034.070287319,452.48774,75.1389,1.477e-13,1.344e-13
2455034.39641183,452.54526,86.09665,1.466e-13,1.17e-13
2455035.244333549,452.65687,72.00809,1.317e-13,9.216e-14
2455036.22270399,452.78709,72.00805,1.223e-13,9.695e-14
2455036.61405231,452.82589,87.66195,1.138e-13,8.771e-14
2455037.201074909,452.95254,73.5734,1.098e-13,9.802e-14
2455037.98377211,453.05046,81.40034,1.067e-13,5.305e-14
2455038.24467064,453.09388,75.13878,1.064e-13,4.64e-14
2455040.266633419,453.40524,73.57336,1.064e-13,6.853e-14
2455041.375453149,453.55401,92.358,1.105e-13,8.008e-14
2455042.28859772,453.64509,79.83486,1.125e-13,7.052e-14
2455042.614720489,453.70778,72.00791,1.139e-13,6.037e-14
2455043.33219012,453.75054,89.22715,1.19e-13,7.047e-14
2455044.310558939,453.82642,72.00785,1.192e-13,9.669e-14
2455045.22370305,453.85393,73.57323,1.208e-13,5.894e-14
2455045.615050259,453.90345,87.66169,1.222e-13,7.625e-14
2455047.04998792,453.99097,92.35783,1.35e-13,6.547e-14
2455047.310885929,454.02154,86.09627,1.348e-13,6.824e-14
2455048.28925435,454.05988,87.66162,1.421e-13,8.098e-14
2455049.267620829,454.12013,92.35773,1.42e-13,8.962e-14
2455049.593742779,454.17187,84.53081,1.435e-13,7.621e-14
2455049.91986462,454.15664,76.70388,1.435e-13,6.078e-14
2455050.898230719,454.18451,78.26923,1.337e-13,9.546e-14
2455051.15912833,454.18814,72.00768,1.34e-13,1.061e-13
2455051.94182188,454.19463,78.26919,1.26e-13,8.376e-14
2455052.202719479,454.19963,72.00765,1.267e-13,8.586e-14
2455053.11585975,454.19799,73.57303,1.243e-13,7.122e-14
2455054.159448519,454.17513,72.00761,1.265e-13,7.812e-14
2455055.20303833,454.15973,72.00757,1.276e-13,1.112e-13
2455056.572748099,454.11158,86.09598,1.23e-13,6.396e-14
2455057.159765699,454.05931,72.00756,1.199e-13,5.064e-14
2455057.61633524,454.04811,86.09595,1.189e-13,6.772e-14
2455058.20335375,453.99919,72.00751,1.183e-13,7.713e-14
2455058.92082082,453.99338,79.83441,1.215e-13,6.465e-14
2455059.2469424,453.97672,72.00749,1.217e-13,6.901e-14
2455060.160080609,453.85361,73.57285,1.272e-13,6.099e-14
2455061.203666689,453.70422,72.00744,1.581e-13,7.855e-14
2455062.24725446,453.56549,72.0074,1.718e-13,9.443e-14
2455063.616960479,453.4314,86.09575,1.743e-13,8.493e-14
2455064.203976629,453.38997,72.00737,1.653e-13,7.451e-14
2455064.921442269,453.30689,79.8342,1.555e-13,9.937e-14
2455065.24756276,453.28061,72.00731,1.537e-13,1.07e-13
2455065.96502812,453.22515,79.83417,1.419e-13,8.514e-14
2455066.225924429,453.20955,73.57266,1.409e-13,7.905e-14
2455067.204283549,453.04394,73.57265,1.401e-13,6.375e-14
2455068.24786734,452.90291,89.22632,1.491e-13,6.451e-14
2455069.291451749,452.74529,72.00717,1.54e-13,9.03e-14
2455070.595929639,452.59067,86.09547,1.537e-13,8.268e-14
2455071.96563065,452.39495,78.26854,1.806e-13,1.17e-13
2455072.29175035,452.34517,86.09537,1.829e-13,1.033e-13
2455073.270108529,452.18242,72.007,1.927e-13,8.883e-14
2455074.183240729,452.06664,75.13771,1.894e-13,1.015e-13
2455074.574583129,452.03163,87.6606,1.679e-13,1.053e-13
2455075.22682002,451.92037,72.00691,1.568e-13,1.005e-13
2455075.87905741,451.81207,81.39909,1.695e-13,8.112e-14
2455076.27040009,451.74412,72.00686,1.729e-13,9.685e-14
2455079.270686,451.35436,95.48719,1.56e-13,6.813e-14
2455080.183816859,451.30678,73.57205,1.519e-13,8.428e-14
2455080.57515802,451.20782,89.22565,1.534e-13,8.786e-14
2455081.944849149,451.0343,81.39879,1.509e-13,7.972e-14
2455082.205742879,451.01098,75.13734,1.513e-13,8.575e-14
2455083.24931909,450.86803,73.57192,1.532e-13,9.382e-14
2455085.33646547,450.61504,89.22539,1.704e-13,8.874e-14
2455086.314815689,450.54676,87.65996,1.754e-13,8.713e-14
2455086.57570913,450.54791,81.39852,1.754e-13,1.051e-13
2455087.29316584,450.4324,78.26777,1.815e-13,9.317e-14
2455087.61928152,450.37633,89.22523,1.889e-13,1.201e-13
2455088.271512649,450.30543,73.57168,1.936e-13,8.891e-14
2455089.05418995,450.28292,76.70232,1.911e-13,9.598e-14
2455089.967314209,450.22389,72.00619,1.939e-13,1.436e-13
2455090.55432297,450.18452,87.65969,1.787e-13,9.009e-14
2455091.33699946,450.06601,92.35566,1.651e-13,9.238e-14
2455091.66311368,450.06561,84.52892,1.657e-13,8.422e-14
2455092.250119959,450.04726,81.39819,1.614e-13,7.473e-14
2455092.967572269,450.00434,79.8328,1.74e-13,8.944e-14
2455093.293687439,450.03512,72.00604,1.766e-13,1.295e-13
2455094.206810019,449.94613,75.13667,1.852e-13,1.005e-13
2455095.185151929,449.92398,75.13663,1.883e-13,8.834e-14
2455095.641711249,449.90898,87.65932,1.756e-13,1.168e-13
2455096.29393906,449.90988,72.00586,1.595e-13,1.219e-13
2455096.946167619,449.92889,84.52854,1.577e-13,9.93e-14
2455097.33750443,449.92641,75.13646,1.555e-13,1.072e-13
2455098.054954609,449.93356,75.13644,1.519e-13,9.912e-14
2455098.315844879,449.86024,78.26711,1.546e-13,7.914e-14
2455099.29418308,449.8893,79.8324,1.774e-13,9.144e-14
2455100.468190189,449.9423,90.78966,1.93e-13,1.137e-13
2455100.468190189,449.9423,90.78966,1.93e-13,1.137e-13
2455101.18563954,449.9078,73.57088,2.047e-13,1.223e-13
2455101.576974419,449.89557,89.22422,1.986e-13,1.416e-13
2455102.229198739,449.88502,73.57084,1.899e-13,1.168e-13
2455102.620533059,449.88834,86.09346,1.884e-13,1.289e-13
2455103.27275665,449.94251,79.83209,1.713e-13,1.431e-13
2455104.251092699,449.97859,72.00535,1.665e-13,1.589e-13
2455105.29465038,449.96863,86.09326,1.542e-13,1.116e-13
2455106.20776063,450.01669,72.00525,1.514e-13,9.806e-14
2455106.599093609,450.00067,79.83186,1.571e-13,9.786e-14
2455107.2513155,450.08461,72.00517,1.576e-13,1.174e-13
2455107.642648649,450.12534,86.09311,1.575e-13,1.032e-13
2455108.22964916,450.13867,72.0051,1.614e-13,1.12e-13
2455108.88186941,450.21994,79.83172,1.587e-13,8.16e-14
2455109.92542116,450.31921,79.83166,1.47e-13,9.251e-14
2455110.251531039,450.3312,72.00502,1.465e-13,9.136e-14
2455111.22986163,450.45964,72.00496,1.44e-13,1.053e-13
2455112.208191019,450.47512,72.00494,1.431e-13,5.836e-14
2455112.59952221,450.48471,89.22347,1.563e-13,6.694e-14
2455114.23006831,450.66764,73.57016,1.645e-13,8.555e-14
2455115.012730679,450.73823,79.83142,1.667e-13,1.072e-13
2455115.208396759,450.78931,75.13543,1.687e-13,1.114e-13
2455116.317166619,450.97385,72.00474,1.54e-13,1.165e-13
2455117.29549174,451.11943,73.57001,1.531e-13,1.157e-13
2455117.621600729,451.15173,81.39657,1.682e-13,1.045e-13
2455118.33903964,451.28295,73.56995,1.697e-13,1.056e-13
2455118.665148039,451.279,87.6578,1.617e-13,1.007e-13
2455119.969579149,451.42855,79.83117,1.635e-13,7.847e-14
2455120.36090868,451.43092,78.26583,1.572e-13,1.04e-13
2455121.013124439,451.55079,79.83109,1.398e-13,1.079e-13
2455121.40445413,451.607,78.26576,1.403e-13,1.144e-13
2455122.31755632,451.77754,72.00445,1.416e-13,1.029e-13
2455123.295877759,451.905,72.00443,1.411e-13,7.91e-14
2455123.62198487,451.931,81.39628,1.522e-13,8.657e-14
2455124.339419949,452.05849,73.5697,1.696e-13,9.934e-14
2455124.665527299,452.08622,84.52685,2.027e-13,9.165e-14
2455125.31774182,452.21356,93.91867,2.099e-13,1.24e-13
2455125.9699559,452.26863,78.26553,2.254e-13,1.245e-13
2455126.296062539,452.34318,93.91856,2.43e-13,1.682e-13
2455127.013496439,452.41741,76.70014,2.535e-13,1.601e-13
2455127.40482409,452.45153,76.70011,2.464e-13,1.868e-13
2455128.187479409,452.59227,73.56942,2.11e-13,2.13e-13
2455129.231019639,452.79748,73.56934,2.145e-13,1.811e-13
2455130.209335779,452.91365,76.6999,1.9e-13,1.427e-13
2455130.600662049,452.9363,90.78758,1.871e-13,1.381e-13
2455131.252871879,453.0042,75.13454,1.923e-13,1.398e-13
2455131.970302999,453.07256,78.26511,2.174e-13,1.097e-13
2455132.296408779,453.10701,95.48339,2.06e-13,1.285e-13
2455133.07906088,453.21013,76.69974,2.106e-13,1.157e-13
2455133.40516505,453.23782,92.35267,2.04e-13,1.643e-13
2455134.383477849,453.30703,92.35258,1.983e-13,1.527e-13
2455135.23134928,453.41612,72.00367,1.701e-13,2.069e-13
2455136.2748833,453.55333,72.00362,1.612e-13,1.373e-13
2455137.253193169,453.62371,75.13419,1.454e-13,9.302e-14
2455138.231501999,453.63887,76.69946,1.378e-13,8.662e-14
2455139.275033929,453.72492,72.00352,1.342e-13,1.198e-13
2455140.38378443,453.82767,84.52585,1.353e-13,6.512e-14
2455140.38378443,453.82767,84.52585,1.353e-13,6.512e-14
2455141.16643074,453.83107,73.56879,1.391e-13,5.925e-14
2455141.427312899,453.82754,84.52581,1.61e-13,8.327e-14
2455142.275180439,453.85911,72.00344,1.747e-13,8.71e-14
2455142.666503929,453.90814,79.82989,1.742e-13,1.028e-13
2455143.318710559,453.95266,72.00339,1.794e-13,1.064e-13
2455143.90569475,453.93637,81.3951,1.731e-13,1.235e-13
2455144.23179714,453.99662,73.56865,1.722e-13,1.075e-13
2455144.94922178,453.98425,79.82976,1.445e-13,1.243e-13
2455145.27532391,453.98601,72.00331,1.378e-13,1.421e-13
2455145.992749429,453.97788,78.26441,1.359e-13,1.456e-13
2455146.31885201,453.98341,93.91728,1.48e-13,1.198e-13
2455147.29715737,453.98122,95.48249,1.642e-13,1.301e-13
2455148.27546185,453.93692,72.00319,1.75e-13,1.062e-13
2455148.601563489,453.91386,89.22127,1.767e-13,1.27e-13
2455149.25376653,453.86167,73.56839,1.838e-13,1.519e-13
2455150.23207184,453.84549,73.56832,1.717e-13,1.693e-13
2455150.23207184,453.84549,73.56832,1.717e-13,1.693e-13
2455151.27559457,453.79463,72.00299,1.552e-13,1.558e-13
2455152.31911621,453.69444,72.00292,1.477e-13,1.65e-13
2455153.297418689,453.62603,79.82926,1.557e-13,1.213e-13
2455153.623519239,453.61026,72.00285,1.558e-13,1.188e-13
2455154.275719179,453.55004,90.78613,1.804e-13,1.527e-13
2455155.31923804,453.4545,72.00275,1.918e-13,1.465e-13
2455155.58011793,453.42214,87.65545,1.852e-13,1.603e-13
2455156.232317519,453.32388,72.00266,1.887e-13,2.132e-13
2455156.62363786,453.30608,90.7859,1.791e-13,1.794e-13
2455157.210617229,453.224,76.69839,1.708e-13,1.768e-13
2455158.058474539,453.08188,78.26361,1.814e-13,1.484e-13
2455158.31935273,453.07327,72.00253,1.822e-13,1.34e-13
2455159.232428249,452.94896,75.13301,1.869e-13,1.55e-13
2455160.406383499,452.74529,86.08978,1.842e-13,1.578e-13
2455160.73248205,452.72909,78.26342,1.728e-13,1.689e-13
2455161.319458269,452.65281,72.00231,1.617e-13,1.437e-13
2455161.77599522,452.59354,82.95911,1.543e-13,1.711e-13
2455162.362970219,452.48907,97.04644,1.416e-13,1.348e-13
2455162.94994567,452.38294,82.95903,1.338e-13,1.37e-13
2455163.276043009,452.34937,75.13269,1.32e-13,1.581e-13
2455163.99345787,452.21387,79.82844,1.295e-13,1.103e-13
2455164.31955468,452.17676,72.00212,1.261e-13,1.051e-13
2455165.232624839,452.02717,73.56736,1.236e-13,7.243e-14
2455166.40657173,451.89809,72.00204,1.228e-13,9.048e-14
2455167.31964294,451.73223,73.56724,1.223e-13,8.403e-14
2455167.58052035,451.73445,84.52406,1.227e-13,8.281e-14
2455168.297931449,451.60938,75.13248,1.246e-13,5.675e-14
2455168.689246439,451.55943,87.6545,1.374e-13,9.245e-14
2455169.40665675,451.46445,86.08921,1.405e-13,8.913e-14
2455170.05884878,451.36592,86.08916,1.455e-13,8.176e-14
2455170.384944709,451.31337,78.26286,1.481e-13,1.052e-13
2455171.10235622,451.1757,72.0018,1.502e-13,8.88e-14
2455171.42845145,451.16144,87.65435,1.431e-13,1.034e-13
2455172.341517239,451.00888,95.48055,1.299e-13,9.191e-14
2455172.993707189,450.93975,79.82799,1.289e-13,8.891e-14
2455173.64589713,450.86869,86.08897,1.253e-13,8.735e-14
2455174.10243121,450.81199,75.13216,1.254e-13,1.083e-13
2455175.0807162,450.65758,76.69738,1.266e-13,7.297e-14
2455176.319873619,450.56558,72.00157,1.342e-13,1.027e-13
2455177.232937709,450.46663,75.13198,1.516e-13,1.431e-13
2455177.819908029,450.40432,75.13192,1.571e-13,1.402e-13
2455178.276440289,450.30512,79.82764,1.581e-13,1.244e-13
2455178.86340902,450.2796,82.95809,1.672e-13,1.181e-13
2455179.31993891,450.18282,72.00138,1.709e-13,9.446e-14
2455180.363436719,450.11593,90.78419,1.696e-13,1.17e-13
2455180.95040488,450.03269,76.69695,1.727e-13,1.478e-13
2455181.60259175,449.99513,89.21881,1.795e-13,1.592e-13
2455182.3199963,449.8911,72.00111,1.761e-13,1.435e-13
2455182.64608808,449.89315,89.21868,1.684e-13,1.812e-13
2455183.16783548,449.834,76.69674,1.708e-13,1.719e-13
2455184.146111169,449.79823,78.2619,1.68e-13,1.935e-13
2455185.320042369,449.6921,78.26179,1.659e-13,1.499e-13
2455186.363533029,449.61912,79.82695,1.744e-13,1.385e-13
2455187.407023489,449.58635,87.65297,1.703e-13,1.372e-13
2455188.189641399,449.55763,76.6963,1.686e-13,1.779e-13
2455188.580950309,449.55974,86.08762,1.766e-13,1.682e-13
2455189.16791273,449.47885,72.00052,1.737e-13,1.462e-13
2455189.68965589,449.50128,86.08748,1.694e-13,1.747e-13
2455190.08096283,449.46933,76.69611,1.682e-13,1.698e-13
2455191.05923047,449.49808,73.56557,1.711e-13,1.832e-13
2455191.38532041,449.49947,79.82643,1.696e-13,1.588e-13
2455192.1679345,449.4718,78.26115,1.555e-13,1.394e-13
2455193.276634099,449.46531,86.08717,1.502e-13,1.209e-13
2455194.124462679,449.49485,75.13059,1.478e-13,1.125e-13
2455194.711421459,449.50135,81.39141,1.48e-13,1.112e-13
2455195.42881555,449.51694,72.00005,1.493e-13,1.127e-13
2455195.75490341,449.53083,87.65221,1.521e-13,9.825e-14
2455196.08099089,449.49369,79.82611,1.528e-13,7.858e-14
2455196.863599469,449.55416,84.52171,1.643e-13,9.851e-14
2455197.254903739,449.56427,75.13041,1.661e-13,1.02e-13
2455198.102730229,449.6138,79.82598,1.713e-13,1.122e-13
2455198.428817479,449.61756,81.39116,1.711e-13,1.219e-13
2455199.40707897,449.67392,86.0867,1.726e-13,1.543e-13
2455200.385337329,449.73386,87.65181,1.653e-13,1.486e-13
2455200.711422999,449.77526,79.82576,1.646e-13,1.462e-13
2455201.42881271,449.82897,93.91255,1.639e-13,1.418e-13
2455201.820115699,449.87597,84.52128,1.65e-13,1.557e-13
2455202.14620186,449.88959,76.69521,1.666e-13,1.638e-13
2455202.9940248,449.92947,78.26035,1.659e-13,1.29e-13
2455203.32010944,449.94993,79.82555,1.667e-13,1.367e-13
2455204.037496129,450.01299,78.26028,1.732e-13,1.346e-13
2455204.428797889,450.04682,86.08625,1.845e-13,1.396e-13
2455205.341835539,450.15904,97.04259,2.114e-13,1.333e-13
2455206.2548727,450.25879,75.12969,2.243e-13,1.493e-13
2455206.646173929,450.3179,89.21643,2.429e-13,1.828e-13
2455207.298341299,450.37049,73.56441,2.541e-13,1.617e-13
2455208.01572501,450.48181,79.82512,2.653e-13,1.975e-13
2455208.34180878,450.50458,86.08585,2.589e-13,1.984e-13
2455209.38527659,450.61749,86.08573,2.558e-13,2.06e-13
2455210.363524999,450.74474,93.91158,2.301e-13,1.936e-13
2455210.62439077,450.78203,87.6508,2.271e-13,1.858e-13
2455211.34177167,450.82792,95.47667,2.116e-13,1.663e-13
2455211.92871922,450.91539,81.38993,2.063e-13,1.676e-13
2455212.320017729,450.94303,95.4766,2.051e-13,1.316e-13
2455212.972182179,451.04662,79.82465,1.967e-13,1.534e-13
2455213.298263899,451.11281,79.82463,1.962e-13,1.524e-13
2455214.27650739,451.2383,73.56382,2.026e-13,1.416e-13
2455215.319966129,451.41604,97.04148,2.377e-13,1.549e-13
2455216.29820924,451.64,73.56364,2.483e-13,1.999e-13
2455216.62429011,451.70836,87.65022,2.511e-13,2.032e-13
2455217.341666759,451.79843,78.25908,2.56e-13,1.989e-13
2455218.31990619,451.87991,79.82415,2.293e-13,2.161e-13
2455219.36336096,451.98334,86.08476,2.33e-13,1.881e-13
2455220.276382809,452.16202,73.56329,2.265e-13,1.754e-13
2455220.60246167,452.20499,81.38913,2.198e-13,1.868e-13
2455221.254618459,452.27999,73.56322,2.114e-13,1.648e-13
2455221.645912299,452.3165,86.08456,2.015e-13,1.585e-13
2455222.298069119,452.40859,95.47554,1.979e-13,1.365e-13
2455222.95022581,452.51703,79.82378,1.919e-13,1.532e-13
2455223.341519719,452.51858,93.91028,1.921e-13,1.461e-13
2455223.99367531,452.65578,78.25854,1.922e-13,1.168e-13
2455224.31975247,452.682,79.8237,1.944e-13,1.195e-13
2455225.232768919,452.74874,73.56296,2.035e-13,1.441e-13
2455226.27621656,452.86897,73.56287,2.092e-13,1.619e-13
2455227.25444793,453.01914,73.56281,2.345e-13,1.581e-13
2455227.64573998,453.06333,90.77957,2.506e-13,1.816e-13
2455228.297892349,453.12669,75.12792,2.569e-13,1.587e-13
2455228.95004469,453.20695,81.3885,2.56e-13,1.881e-13
2455229.34133632,453.2651,89.21426,2.44e-13,1.844e-13
2455230.319565219,453.33355,73.56257,2.265e-13,2.031e-13
2455231.428222239,453.40515,92.34438,2.039e-13,1.773e-13
2455231.689081939,453.41492,86.08374,1.998e-13,1.731e-13
2455232.34123212,453.47364,78.25791,2.021e-13,1.588e-13
2455233.058597019,453.51189,79.82301,2.235e-13,1.725e-13
2455233.384672369,453.53709,78.25782,2.269e-13,1.75e-13
2455234.297681789,453.58339,73.5623,2.439e-13,1.75e-13
2455235.275904539,453.60689,75.12736,2.421e-13,2.084e-13
2455235.60197824,453.61537,90.7788,2.496e-13,2.326e-13
2455236.384555759,453.64851,95.47415,2.512e-13,2.202e-13
2455236.64541481,453.65602,89.21354,2.545e-13,2.295e-13
2455237.362777459,453.64658,95.47399,2.543e-13,2.727e-13
2455238.080138649,453.67077,78.25732,2.59e-13,2.655e-13
2455238.40621108,453.61187,93.90866,2.608e-13,3.137e-13
2455239.38442815,453.59844,95.47363,2.689e-13,3.187e-13
2455240.362645439,453.54963,95.47342,2.861e-13,3.656e-13
2455241.340860339,453.46344,79.82191,2.931e-13,3.943e-13
2455242.319072,453.42787,95.47294,2.837e-13,4.133e-13
2455243.362495949,453.34415,97.03785,2.707e-13,3.769e-13
2455244.34070478,453.28357,73.56084,2.463e-13,3.966e-13
2455244.666773439,453.28516,87.64687,2.379e-13,3.417e-13
2455245.25369563,453.21227,73.56074,2.257e-13,2.917e-13
2455246.29711122,453.12468,86.08153,2.137e-13,2.544e-13
2455247.405739579,453.04664,84.51627,2.12e-13,2.27e-13
2455247.405739579,453.04664,84.51627,2.12e-13,2.27e-13
2455248.318726549,452.91317,73.56037,2.104e-13,2.219e-13
2455249.231710739,452.84096,75.12539,2.169e-13,2.114e-13
2455249.88384146,452.758,82.95084,2.15e-13,2.257e-13
2455250.27511993,452.67471,73.56016,2.137e-13,2.34e-13
2455250.92725078,452.55202,81.3856,2.09e-13,2.261e-13
2455251.38374216,452.54801,84.51576,2.045e-13,2.221e-13
2455252.361935169,452.38469,87.64584,1.958e-13,2.251e-13
2455253.340126569,452.25645,86.08063,1.95e-13,1.94e-13
2455253.666190179,452.20549,78.2551,1.941e-13,1.959e-13
2455254.31831745,452.09124,78.25504,1.926e-13,2.032e-13
2455254.90523213,451.97869,81.38519,1.984e-13,1.704e-13
2455255.231295139,451.92846,73.55968,2.014e-13,1.556e-13
2455256.01384522,451.79229,76.68981,2.174e-13,1.543e-13
2455256.27469471,451.76663,87.64544,2.346e-13,1.718e-13
2455256.92681939,451.67672,79.81991,2.453e-13,1.9e-13
2455257.578944049,451.57066,81.38492,2.454e-13,2.034e-13
2455258.296281729,451.51263,93.90552,2.448e-13,2.387e-13
2455258.883193119,451.4341,79.81965,2.457e-13,2.272e-13
2455259.20925405,451.40403,95.47047,2.455e-13,2.392e-13
2455259.92658809,451.32372,78.25445,2.342e-13,2.33e-13
2455260.252649059,451.30004,79.81949,2.241e-13,2.299e-13
2455260.96998234,451.16215,79.81942,2.174e-13,2.176e-13
2455261.230831279,451.14183,73.55904,2.175e-13,2.234e-13
2455262.20901186,450.93399,73.55897,2.033e-13,1.75e-13
2455263.18719018,450.8187,73.55889,1.958e-13,1.704e-13
2455263.57846122,450.74973,79.81916,2.271e-13,1.82e-13
2455264.295791429,450.60555,87.64446,2.541e-13,1.898e-13
2455264.6218507,450.53403,79.81904,2.615e-13,2.046e-13
2455265.273969059,450.47808,95.46966,2.833e-13,2.488e-13
2455265.860874259,450.37892,81.38394,2.952e-13,2.316e-13
2455266.252143749,450.35774,95.46948,2.978e-13,2.858e-13
2455266.90425958,450.29517,79.8187,2.878e-13,2.906e-13
2455267.23031726,450.2675,81.3837,2.821e-13,3.015e-13
2455267.94764403,450.16751,79.81852,2.737e-13,3.137e-13
2455268.27370173,450.1298,87.64378,2.638e-13,2.871e-13
2455269.25187173,449.94017,95.46892,2.687e-13,3.062e-13
2455270.23003874,449.86125,97.03381,2.688e-13,2.688e-13
2455270.621304919,449.80454,87.64342,2.668e-13,2.67e-13
2455271.273415749,449.7176,95.46859,2.682e-13,2.515e-13
2455271.925526069,449.64279,79.81794,2.718e-13,2.777e-13
2455272.251581219,449.63316,81.38293,2.703e-13,2.7e-13
2455273.22974321,449.53836,73.55754,2.731e-13,2.585e-13
2455274.27311406,449.42985,95.46799,2.473e-13,2.641e-13
2455275.25127365,449.35377,97.03288,2.324e-13,2.554e-13
2455275.64253668,449.31496,87.64256,2.308e-13,2.594e-13
2455276.29464077,449.26832,97.03269,2.124e-13,2.482e-13
2455276.881532989,449.18875,82.94728,2.027e-13,2.157e-13
2455277.207584139,449.18201,75.12205,2.024e-13,2.029e-13
2455278.250947169,449.11921,75.12192,2.289e-13,2.044e-13
2455279.29431017,449.07787,79.8169,2.578e-13,2.072e-13
2455280.337669509,449.04116,86.07686,2.722e-13,2.35e-13
2455281.381027129,449.00216,95.46686,2.761e-13,2.424e-13
2455281.381027129,449.00216,95.46686,2.761e-13,2.424e-13
2455282.22875601,449.00295,75.12137,2.719e-13,2.874e-13
2455282.620014369,448.95454,87.64153,2.772e-13,2.54e-13
2455283.20690107,448.98421,73.55625,2.74e-13,2.386e-13
2455283.924205369,448.94056,81.38126,2.917e-13,2.401e-13
2455284.250252999,448.97478,73.55612,2.842e-13,2.288e-13
2455285.35881316,448.96902,92.3362,3.16e-13,2.08e-13
2455286.27174468,448.98887,97.03107,3.215e-13,2.485e-13
2455286.663000119,448.96719,87.64094,3.246e-13,2.335e-13
2455287.315091279,448.99059,93.90087,3.354e-13,2.571e-13
2455287.901973059,448.97661,79.8157,3.448e-13,2.584e-13
2455288.228018629,449.00066,81.38065,3.4e-13,2.564e-13
2455289.20615477,449.03314,73.55546,3.773e-13,2.893e-13
2455290.314705749,449.07829,93.90025,4.712e-13,3.828e-13
2455291.22762735,449.09091,97.02999,4.752e-13,4.115e-13
2455291.61887913,449.11397,87.63995,4.935e-13,4.352e-13
2455292.2709657,449.18081,95.46472,4.327e-13,4.144e-13
2455292.92305136,449.19082,79.81467,4.067e-13,4.522e-13
2455293.183885349,449.22818,73.55465,3.931e-13,4.436e-13
2455294.22721613,449.27249,81.37946,2.859e-13,2.772e-13
2455295.270543599,449.29719,89.2043,2.717e-13,1.689e-13
2455296.24866255,449.41148,73.55436,2.697e-13,1.503e-13
2455296.57470224,449.48217,89.20415,2.637e-13,1.715e-13
2455297.226780539,449.54229,73.55427,2.754e-13,1.703e-13
2455297.618027119,449.58611,89.20398,2.662e-13,2.366e-13
2455298.2048968,449.67839,75.11911,2.788e-13,2.442e-13
2455298.987389259,449.73377,79.8139,2.566e-13,2.623e-13
2455299.313427589,449.77239,79.81386,2.46e-13,2.571e-13
2455300.291541739,449.85005,73.55384,2.376e-13,2.309e-13
2455301.33485954,449.93231,87.63849,2.253e-13,1.736e-13
2455302.31296843,450.10071,95.46326,1.948e-13,1.32e-13
2455302.639004929,450.16926,87.63839,1.934e-13,1.451e-13
2455303.35628528,450.28626,95.46316,1.943e-13,1.541e-13
2455303.68232124,450.32908,87.6383,1.946e-13,1.469e-13
2455304.26918532,450.3881,73.55356,1.976e-13,1.328e-13
2455304.986463179,450.44529,79.81334,2.1e-13,1.595e-13
2455305.31249852,450.48436,78.24835,2.179e-13,1.564e-13
2455306.29060446,450.62656,79.81321,2.172e-13,1.882e-13
2455307.33391697,450.81287,86.07292,2.457e-13,2.172e-13
2455308.312019149,450.90532,93.89759,2.3e-13,2.262e-13
2455308.57284642,450.93885,87.63774,2.282e-13,2.302e-13
2455309.22491452,451.02369,95.46245,2.156e-13,2.04e-13
2455309.616155039,451.0837,86.07267,2.147e-13,2.183e-13
2455310.203016019,451.13861,81.37773,1.92e-13,2.266e-13
2455310.92028868,451.25443,79.81272,1.8e-13,1.986e-13
2455311.246321559,451.29054,87.63744,1.782e-13,1.989e-13
2455312.224418919,451.40728,89.2023,1.84e-13,1.599e-13
2455313.202516479,451.63595,73.55272,1.951e-13,1.666e-13
2455313.59375494,451.77133,87.63724,1.939e-13,1.559e-13
2455314.245818839,451.82543,95.46189,1.914e-13,1.86e-13
2455314.89788156,451.93616,79.81238,1.9e-13,1.741e-13
2455315.223912879,451.97308,81.37729,1.9e-13,1.859e-13
2455315.941181529,452.061,78.24733,1.879e-13,2.095e-13
2455316.267212979,452.09795,87.63695,2.506e-13,2.077e-13
2455317.24530672,452.17342,95.46148,2.98e-13,2.789e-13
2455318.22339753,452.31128,95.4613,3.182e-13,3.233e-13
2455318.614633169,452.31519,86.07164,3.334e-13,3.252e-13
2455319.20148689,452.34815,81.37674,3.448e-13,3.489e-13
2455319.9187524,452.38214,81.3766,2.882e-13,3.687e-13
2455320.2447823,452.40815,73.55189,2.784e-13,3.86e-13
2455321.222868559,452.53252,89.20107,2.589e-13,2.959e-13
2455322.20095151,452.62197,73.55171,2.542e-13,2.325e-13
2455322.592184309,452.66263,81.37631,2.44e-13,2.118e-13
2455323.30944425,452.75548,93.89565,2.172e-13,1.83e-13
2455323.89629377,452.77299,79.81127,2.041e-13,1.99e-13
2455324.222321129,452.78664,97.02536,2.016e-13,2.256e-13
2455324.939579819,452.83312,79.81115,1.918e-13,2.057e-13
2455325.26560623,452.84534,97.02522,1.912e-13,1.992e-13
2455325.98286391,452.84343,79.81104,1.896e-13,1.959e-13
2455326.24368466,452.87153,73.55134,1.929e-13,2.058e-13
2455327.2217632,452.86863,73.55127,1.94e-13,1.664e-13
