time,velocity,density,density_new
38480,7672.17,1.10E-11,9.42E-12
38490,7671.909,1.08E-11,9.29E-12
38500,7671.644,1.07E-11,9.16E-12
38510,7671.376,1.05E-11,9.03E-12
38520,7671.106,1.04E-11,8.89E-12
38530,7670.832,1.02E-11,8.77E-12
38540,7670.557,1.01E-11,8.67E-12
38550,7670.278,9.95E-12,8.52E-12
38560,7669.998,9.82E-12,8.40E-12
38570,7669.715,9.65E-12,8.25E-12
38580,7669.43,9.51E-12,8.12E-12
38590,7669.143,9.37E-12,7.99E-12
38600,7668.854,9.23E-12,7.87E-12
38610,7668.564,9.09E-12,7.75E-12
38620,7668.272,8.95E-12,7.63E-12
38630,7667.979,8.80E-12,7.49E-12
38640,7667.684,8.64E-12,7.35E-12
38650,7667.388,8.50E-12,7.23E-12
38660,7667.091,8.35E-12,7.10E-12
38670,7666.793,8.22E-12,6.97E-12
38680,7666.494,8.08E-12,6.85E-12
38690,7666.195,7.95E-12,6.74E-12
38700,7665.895,7.83E-12,6.64E-12
38710,7665.595,7.71E-12,6.53E-12
38720,7665.294,7.59E-12,6.42E-12
38730,7664.994,7.51E-12,6.34E-12
38740,7664.693,7.40E-12,6.24E-12
38750,7664.392,7.30E-12,6.15E-12
38760,7664.091,7.19E-12,6.06E-12
38770,7663.791,7.07E-12,5.95E-12
38780,7663.491,6.96E-12,5.85E-12
38790,7663.192,6.86E-12,5.76E-12
38800,7662.893,6.75E-12,5.66E-12
38810,7662.595,6.66E-12,5.58E-12
38820,7662.298,6.60E-12,5.53E-12
38830,7662.002,6.61E-12,5.53E-12
38840,7661.707,6.68E-12,5.58E-12
38850,7661.413,6.77E-12,5.65E-12
38860,7661.12,6.84E-12,5.70E-12
38870,7660.829,6.87E-12,5.72E-12
38880,7660.539,6.86E-12,5.71E-12
38890,7660.25,6.81E-12,5.66E-12
38900,7659.963,6.73E-12,5.59E-12
38910,7659.678,6.63E-12,5.50E-12
38920,7659.395,6.60E-12,5.47E-12
38930,7659.113,6.60E-12,5.47E-12
38940,7658.833,6.54E-12,5.41E-12
38950,7658.555,6.42E-12,5.31E-12
38960,7658.279,6.31E-12,5.22E-12
38970,7658.006,6.10E-12,5.04E-12
38980,7657.734,5.91E-12,4.88E-12
38990,7657.464,5.73E-12,4.73E-12
39000,7657.197,5.61E-12,4.63E-12
39010,7656.932,5.48E-12,4.52E-12
39020,7656.669,5.39E-12,4.45E-12
39030,7656.409,5.25E-12,4.33E-12
39040,7656.151,5.21E-12,4.29E-12
39050,7655.896,5.21E-12,4.29E-12
39060,7655.643,5.25E-12,4.33E-12
39070,7655.392,5.28E-12,4.35E-12
39080,7655.145,5.29E-12,4.36E-12
39090,7654.9,5.29E-12,4.36E-12
39100,7654.657,5.29E-12,4.37E-12
39110,7654.418,5.30E-12,4.38E-12
39120,7654.181,5.29E-12,4.37E-12
39130,7653.947,5.28E-12,4.37E-12
39140,7653.716,5.25E-12,4.35E-12
39150,7653.488,5.20E-12,4.31E-12
39160,7653.263,5.11E-12,4.24E-12
39170,7653.04,4.97E-12,4.13E-12
39180,7652.821,4.80E-12,4.00E-12
39190,7652.604,4.69E-12,3.91E-12
39200,7652.39,4.63E-12,3.86E-12
39210,7652.18,4.57E-12,3.82E-12
39220,7651.972,4.50E-12,3.77E-12
39230,7651.767,4.45E-12,3.73E-12
39240,7651.565,4.41E-12,3.71E-12
39250,7651.366,4.39E-12,3.70E-12
39260,7651.17,4.37E-12,3.69E-12
39270,7650.977,4.36E-12,3.69E-12
39280,7650.788,4.37E-12,3.71E-12
39290,7650.601,4.39E-12,3.73E-12
39300,7650.417,4.39E-12,3.73E-12
39310,7650.236,4.40E-12,3.74E-12
39320,7650.057,4.41E-12,3.75E-12
39330,7649.882,4.45E-12,3.79E-12
39340,7649.71,4.47E-12,3.80E-12
39350,7649.541,4.45E-12,3.78E-12
39360,7649.374,4.43E-12,3.76E-12
39370,7649.21,4.41E-12,3.74E-12
39380,7649.049,4.37E-12,3.70E-12
39390,7648.891,4.30E-12,3.64E-12
39400,7648.736,4.26E-12,3.60E-12
39410,7648.583,4.20E-12,3.55E-12
39420,7648.433,4.13E-12,3.48E-12
39430,7648.286,4.07E-12,3.43E-12
39440,7648.14,4.06E-12,3.42E-12
39450,7647.998,4.06E-12,3.42E-12
39460,7647.857,4.06E-12,3.41E-12
39470,7647.719,4.05E-12,3.40E-12
39480,7647.583,4.01E-12,3.37E-12
39490,7647.449,3.96E-12,3.32E-12
39500,7647.317,3.91E-12,3.27E-12
39510,7647.187,3.88E-12,3.25E-12
39520,7647.059,3.88E-12,3.24E-12
39530,7646.932,3.87E-12,3.24E-12
39540,7646.808,3.87E-12,3.23E-12
39550,7646.685,3.86E-12,3.23E-12
39560,7646.563,3.86E-12,3.22E-12
39570,7646.443,3.87E-12,3.23E-12
39580,7646.325,3.87E-12,3.22E-12
39590,7646.208,3.86E-12,3.21E-12
39600,7646.092,3.83E-12,3.19E-12
39610,7645.978,3.81E-12,3.17E-12
39620,7645.865,3.74E-12,3.12E-12
39630,7645.753,3.68E-12,3.06E-12
39640,7645.642,3.61E-12,3.01E-12
39650,7645.532,3.57E-12,2.97E-12
39660,7645.424,3.55E-12,2.95E-12
39670,7645.315,3.52E-12,2.93E-12
39680,7645.208,3.48E-12,2.89E-12
39690,7645.101,3.43E-12,2.86E-12
39700,7644.995,3.39E-12,2.83E-12
39710,7644.89,3.36E-12,2.80E-12
39720,7644.785,3.33E-12,2.78E-12
39730,7644.68,3.30E-12,2.75E-12
39740,7644.576,3.27E-12,2.73E-12
39750,7644.471,3.24E-12,2.71E-12
39760,7644.367,3.20E-12,2.68E-12
39770,7644.263,3.17E-12,2.65E-12
39780,7644.159,3.14E-12,2.63E-12
39790,7644.055,3.12E-12,2.61E-12
39800,7643.95,3.10E-12,2.60E-12
39810,7643.846,3.10E-12,2.60E-12
39820,7643.741,3.11E-12,2.61E-12
39830,7643.635,3.12E-12,2.62E-12
39840,7643.529,3.13E-12,2.63E-12
39850,7643.422,3.15E-12,2.65E-12
39860,7643.315,3.16E-12,2.66E-12
39870,7643.207,3.17E-12,2.67E-12
39880,7643.098,3.18E-12,2.68E-12
39890,7642.988,3.19E-12,2.69E-12
39900,7642.877,3.18E-12,2.69E-12
39910,7642.764,3.18E-12,2.69E-12
39920,7642.651,3.20E-12,2.70E-12
39930,7642.537,3.22E-12,2.72E-12
39940,7642.421,3.25E-12,2.75E-12
39950,7642.303,3.28E-12,2.78E-12
39960,7642.184,3.29E-12,2.79E-12
39970,7642.064,3.30E-12,2.80E-12
39980,7641.942,3.30E-12,2.80E-12
39990,7641.818,3.29E-12,2.80E-12
40000,7641.692,3.28E-12,2.79E-12
40010,7641.564,3.28E-12,2.79E-12
40020,7641.434,3.27E-12,2.79E-12
40030,7641.302,3.28E-12,2.80E-12
40040,7641.168,3.29E-12,2.81E-12
40050,7641.031,3.31E-12,2.82E-12
40060,7640.893,3.32E-12,2.84E-12
40070,7640.752,3.33E-12,2.85E-12
40080,7640.608,3.32E-12,2.84E-12
40090,7640.462,3.31E-12,2.84E-12
40100,7640.313,3.29E-12,2.82E-12
40110,7640.162,3.30E-12,2.83E-12
40120,7640.008,3.29E-12,2.82E-12
40130,7639.851,3.28E-12,2.81E-12
40140,7639.691,3.26E-12,2.80E-12
40150,7639.529,3.26E-12,2.80E-12
40160,7639.364,3.26E-12,2.81E-12
40170,7639.195,3.27E-12,2.81E-12
40180,7639.024,3.25E-12,2.80E-12
40190,7638.85,3.24E-12,2.79E-12
40200,7638.673,3.23E-12,2.79E-12
40210,7638.492,3.22E-12,2.78E-12
40220,7638.309,3.23E-12,2.79E-12
40230,7638.122,3.24E-12,2.79E-12
40240,7637.932,3.24E-12,2.80E-12
40250,7637.739,3.24E-12,2.80E-12
40260,7637.543,3.24E-12,2.80E-12
40270,7637.343,3.25E-12,2.81E-12
40280,7637.14,3.25E-12,2.81E-12
40290,7636.934,3.24E-12,2.80E-12
40300,7636.724,3.22E-12,2.79E-12
40310,7636.511,3.19E-12,2.76E-12
40320,7636.294,3.17E-12,2.75E-12
40330,7636.074,3.17E-12,2.74E-12
40340,7635.851,3.16E-12,2.74E-12
40350,7635.624,3.15E-12,2.73E-12
40360,7635.393,3.15E-12,2.73E-12
40370,7635.16,3.15E-12,2.73E-12
40380,7634.923,3.15E-12,2.73E-12
40390,7634.682,3.15E-12,2.74E-12
40400,7634.438,3.15E-12,2.74E-12
40410,7634.19,3.15E-12,2.74E-12
40420,7633.94,3.16E-12,2.74E-12
40430,7633.685,3.16E-12,2.75E-12
40440,7633.428,3.16E-12,2.74E-12
40450,7633.166,3.15E-12,2.74E-12
40460,7632.902,3.15E-12,2.74E-12
40470,7632.634,3.13E-12,2.72E-12
40480,7632.363,3.11E-12,2.70E-12
40490,7632.088,3.08E-12,2.68E-12
40500,7631.81,3.06E-12,2.67E-12
40510,7631.529,3.05E-12,2.66E-12
40520,7631.245,3.04E-12,2.65E-12
40530,7630.958,3.04E-12,2.64E-12
40540,7630.667,3.02E-12,2.63E-12
40550,7630.373,3.01E-12,2.62E-12
40560,7630.077,2.99E-12,2.61E-12
40570,7629.777,2.98E-12,2.60E-12
40580,7629.474,2.98E-12,2.59E-12
40590,7629.169,2.96E-12,2.58E-12
40600,7628.861,2.93E-12,2.55E-12
40610,7628.55,2.90E-12,2.52E-12
40620,7628.236,2.87E-12,2.50E-12
40630,7627.92,2.85E-12,2.49E-12
40640,7627.601,2.84E-12,2.48E-12
40650,7627.28,2.82E-12,2.46E-12
40660,7626.957,2.80E-12,2.44E-12
40670,7626.631,2.79E-12,2.43E-12
40680,7626.303,2.77E-12,2.41E-12
40690,7625.973,2.75E-12,2.39E-12
40700,7625.64,2.72E-12,2.37E-12
40710,7625.306,2.71E-12,2.36E-12
40720,7624.97,2.70E-12,2.35E-12
40730,7624.633,2.66E-12,2.32E-12
40740,7624.293,2.63E-12,2.29E-12
40750,7623.952,2.60E-12,2.26E-12
40760,7623.61,2.59E-12,2.25E-12
40770,7623.266,2.57E-12,2.23E-12
40780,7622.921,2.55E-12,2.22E-12
40790,7622.574,2.53E-12,2.20E-12
40800,7622.227,2.51E-12,2.18E-12
40810,7621.878,2.50E-12,2.17E-12
40820,7621.529,2.50E-12,2.17E-12
40830,7621.179,2.50E-12,2.17E-12
40840,7620.828,2.48E-12,2.15E-12
40850,7620.477,2.46E-12,2.13E-12
40860,7620.125,2.43E-12,2.11E-12
40870,7619.773,2.41E-12,2.09E-12
40880,7619.421,2.40E-12,2.08E-12
40890,7619.068,2.39E-12,2.07E-12
40900,7618.716,2.38E-12,2.06E-12
40910,7618.364,2.37E-12,2.05E-12
40920,7618.012,2.37E-12,2.05E-12
40930,7617.661,2.36E-12,2.04E-12
40940,7617.31,2.36E-12,2.04E-12
40950,7616.959,2.36E-12,2.04E-12
40960,7616.61,2.37E-12,2.05E-12
40970,7616.261,2.38E-12,2.06E-12
40980,7615.913,2.39E-12,2.06E-12
40990,7615.567,2.40E-12,2.08E-12
41000,7615.221,2.41E-12,2.08E-12
41010,7614.878,2.41E-12,2.08E-12
41020,7614.535,2.41E-12,2.08E-12
41030,7614.195,2.43E-12,2.10E-12
41040,7613.856,2.44E-12,2.11E-12
41050,7613.519,2.46E-12,2.12E-12
41060,7613.184,2.47E-12,2.13E-12
41070,7612.852,2.48E-12,2.14E-12
41080,7612.521,2.49E-12,2.15E-12
41090,7612.194,2.50E-12,2.15E-12
41100,7611.869,2.51E-12,2.17E-12
41110,7611.546,2.53E-12,2.18E-12
41120,7611.227,2.55E-12,2.20E-12
41130,7610.91,2.52E-12,2.17E-12
41140,7610.597,2.57E-12,2.21E-12
41150,7610.287,2.58E-12,2.22E-12
41160,7609.981,2.59E-12,2.23E-12
41170,7609.678,2.58E-12,2.22E-12
41180,7609.378,2.58E-12,2.22E-12
41190,7609.083,2.60E-12,2.23E-12
41200,7608.792,2.63E-12,2.26E-12
41210,7608.504,2.67E-12,2.29E-12
41220,7608.221,2.68E-12,2.30E-12
41230,7607.943,2.70E-12,2.32E-12
41240,7607.669,2.72E-12,2.34E-12
41250,7607.399,2.73E-12,2.35E-12
41260,7607.135,2.75E-12,2.36E-12
41270,7606.875,2.76E-12,2.37E-12
41280,7606.62,2.74E-12,2.35E-12
41290,7606.371,2.73E-12,2.34E-12
41300,7606.127,2.71E-12,2.33E-12
41310,7605.888,2.72E-12,2.33E-12
41320,7605.655,2.71E-12,2.32E-12
41330,7605.427,2.72E-12,2.33E-12
41340,7605.205,2.75E-12,2.36E-12
41350,7604.989,2.80E-12,2.39E-12
41360,7604.78,2.85E-12,2.44E-12
41370,7604.576,2.87E-12,2.46E-12
41380,7604.378,2.87E-12,2.45E-12
41390,7604.187,2.86E-12,2.44E-12
41400,7604.002,2.86E-12,2.44E-12
41410,7603.824,2.89E-12,2.47E-12
41420,7603.653,2.94E-12,2.51E-12
41430,7603.488,3.00E-12,2.55E-12
41440,7603.331,3.04E-12,2.59E-12
41450,7603.18,3.05E-12,2.60E-12
41460,7603.037,3.04E-12,2.59E-12
41470,7602.9,3.01E-12,2.56E-12
41480,7602.772,3.01E-12,2.56E-12
41490,7602.65,3.01E-12,2.56E-12
41500,7602.537,3.02E-12,2.56E-12
41510,7602.431,3.01E-12,2.56E-12
41520,7602.332,3.00E-12,2.55E-12
41530,7602.242,2.99E-12,2.53E-12
41540,7602.159,2.98E-12,2.52E-12
41550,7602.085,2.97E-12,2.52E-12
41560,7602.019,2.97E-12,2.52E-12
41570,7601.961,2.97E-12,2.51E-12
41580,7601.911,2.96E-12,2.51E-12
41590,7601.869,2.97E-12,2.51E-12
41600,7601.836,2.97E-12,2.51E-12
41610,7601.812,2.97E-12,2.51E-12
41620,7601.796,2.95E-12,2.50E-12
41630,7601.789,2.95E-12,2.50E-12
41640,7601.79,2.94E-12,2.49E-12
41650,7601.801,2.94E-12,2.48E-12
41660,7601.82,2.93E-12,2.48E-12
41670,7601.848,2.93E-12,2.48E-12
41680,7601.884,2.93E-12,2.48E-12
41690,7601.93,2.92E-12,2.47E-12
41700,7601.984,2.92E-12,2.47E-12
41710,7602.048,2.92E-12,2.47E-12
41720,7602.12,2.93E-12,2.48E-12
41730,7602.202,2.95E-12,2.50E-12
41740,7602.292,2.98E-12,2.52E-12
41750,7602.392,3.02E-12,2.56E-12
41760,7602.501,3.06E-12,2.60E-12
41770,7602.618,3.11E-12,2.64E-12
41780,7602.745,3.17E-12,2.70E-12
41790,7602.882,3.24E-12,2.76E-12
41800,7603.027,3.33E-12,2.83E-12
41810,7603.182,3.42E-12,2.91E-12
41820,7603.345,3.52E-12,3.00E-12
41830,7603.518,3.63E-12,3.09E-12
41840,7603.7,3.74E-12,3.19E-12
41850,7603.891,3.88E-12,3.31E-12
41860,7604.091,4.02E-12,3.44E-12
41870,7604.301,4.15E-12,3.55E-12
41880,7604.519,4.25E-12,3.65E-12
41890,7604.747,4.33E-12,3.72E-12
41900,7604.983,4.40E-12,3.79E-12
41910,7605.229,4.48E-12,3.86E-12
41920,7605.483,4.56E-12,3.93E-12
41930,7605.747,4.64E-12,4.00E-12
41940,7606.019,4.71E-12,4.07E-12
41950,7606.301,4.77E-12,4.13E-12
41960,7606.591,4.82E-12,4.18E-12
41970,7606.89,4.85E-12,4.21E-12
41980,7607.198,4.88E-12,4.25E-12
41990,7607.514,4.93E-12,4.29E-12
42000,7607.839,4.98E-12,4.35E-12
42010,7608.173,5.02E-12,4.39E-12
42020,7608.515,5.05E-12,4.43E-12
42030,7608.865,5.08E-12,4.46E-12
42040,7609.224,5.12E-12,4.50E-12
42050,7609.591,5.16E-12,4.54E-12
42060,7609.966,5.21E-12,4.58E-12
42070,7610.349,5.25E-12,4.62E-12
42080,7610.741,5.30E-12,4.67E-12
42090,7611.14,5.35E-12,4.71E-12
42100,7611.547,5.41E-12,4.76E-12
42110,7611.961,5.46E-12,4.81E-12
42120,7612.383,5.50E-12,4.85E-12
42130,7612.813,5.55E-12,4.89E-12
42140,7613.25,5.58E-12,4.92E-12
42150,7613.695,5.63E-12,4.95E-12
42160,7614.146,5.68E-12,4.99E-12
42170,7614.605,5.74E-12,5.04E-12
42180,7615.07,5.79E-12,5.07E-12
42190,7615.542,5.83E-12,5.10E-12
42200,7616.021,5.88E-12,5.13E-12
42210,7616.507,5.92E-12,5.16E-12
42220,7616.999,5.97E-12,5.20E-12
42230,7617.498,6.03E-12,5.24E-12
42240,7618.003,6.09E-12,5.29E-12
42250,7618.514,6.13E-12,5.32E-12
42260,7619.032,6.19E-12,5.36E-12
42270,7619.555,6.24E-12,5.40E-12
42280,7620.084,6.29E-12,5.44E-12
42290,7620.618,6.35E-12,5.49E-12
42300,7621.159,6.42E-12,5.54E-12
42310,7621.704,6.48E-12,5.59E-12
42320,7622.255,6.55E-12,5.64E-12
42330,7622.811,6.61E-12,5.69E-12
42340,7623.371,6.66E-12,5.73E-12
42350,7623.937,6.70E-12,5.77E-12
42360,7624.507,6.75E-12,5.80E-12
42370,7625.081,6.80E-12,5.85E-12
42380,7625.66,6.86E-12,5.90E-12
42390,7626.243,6.93E-12,5.95E-12
42400,7626.829,6.98E-12,6.00E-12
42410,7627.42,7.04E-12,6.04E-12
42420,7628.014,7.09E-12,6.09E-12
42430,7628.612,7.16E-12,6.15E-12
42440,7629.212,7.23E-12,6.20E-12
42450,7629.816,7.29E-12,6.25E-12
42460,7630.423,7.34E-12,6.30E-12
42470,7631.033,7.40E-12,6.35E-12
42480,7631.645,7.47E-12,6.41E-12
42490,7632.259,7.52E-12,6.46E-12
42500,7632.876,7.58E-12,6.51E-12
42510,7633.495,7.64E-12,6.56E-12
42520,7634.115,7.70E-12,6.62E-12
42530,7634.737,7.77E-12,6.68E-12
42540,7635.361,7.84E-12,6.74E-12
42550,7635.986,7.91E-12,6.80E-12
42560,7636.612,7.98E-12,6.86E-12
42570,7637.24,8.06E-12,6.93E-12
42580,7637.868,8.14E-12,7.00E-12
42590,7638.496,8.22E-12,7.08E-12
42600,7639.126,8.31E-12,7.16E-12
42610,7639.755,8.40E-12,7.24E-12
42620,7640.385,8.48E-12,7.31E-12
42630,7641.014,8.55E-12,7.37E-12
42640,7641.644,8.62E-12,7.44E-12
42650,7642.272,8.69E-12,7.50E-12
42660,7642.901,8.74E-12,7.55E-12
42670,7643.528,8.79E-12,7.60E-12
42680,7644.155,8.86E-12,7.67E-12
42690,7644.78,8.93E-12,7.73E-12
42700,7645.404,9.00E-12,7.80E-12
42710,7646.026,9.08E-12,7.87E-12
42720,7646.647,9.16E-12,7.95E-12
42730,7647.266,9.25E-12,8.04E-12
42740,7647.883,9.35E-12,8.13E-12
42750,7648.498,9.44E-12,8.21E-12
42760,7649.111,9.52E-12,8.29E-12
42770,7649.721,9.58E-12,8.35E-12
42780,7650.328,9.64E-12,8.40E-12
42790,7650.933,9.71E-12,8.47E-12
42800,7651.534,9.79E-12,8.54E-12
42810,7652.133,9.86E-12,8.61E-12
42820,7652.728,9.93E-12,8.68E-12
42830,7653.319,1.00E-11,8.76E-12
42840,7653.906,1.01E-11,8.84E-12
42850,7654.49,1.02E-11,8.92E-12
42860,7655.069,1.03E-11,9.01E-12
42870,7655.644,1.04E-11,9.10E-12
42880,7656.214,1.05E-11,9.20E-12
42890,7656.78,1.06E-11,9.29E-12
42900,7657.341,1.07E-11,9.39E-12
42910,7657.898,1.08E-11,9.48E-12
42920,7658.449,1.09E-11,9.59E-12
42930,7658.995,1.10E-11,9.69E-12
42940,7659.536,1.11E-11,9.78E-12
42950,7660.072,1.12E-11,9.85E-12
42960,7660.602,1.13E-11,9.94E-12
42970,7661.126,1.14E-11,1.00E-11
42980,7661.645,1.15E-11,1.01E-11
42990,7662.158,1.16E-11,1.02E-11
43000,7662.664,1.17E-11,1.03E-11
43010,7663.165,1.18E-11,1.04E-11
43020,7663.659,1.19E-11,1.05E-11
43030,7664.146,1.20E-11,1.06E-11
43040,7664.628,1.21E-11,1.07E-11
43050,7665.102,1.22E-11,1.07E-11
43060,7665.57,1.22E-11,1.08E-11
43070,7666.03,1.23E-11,1.08E-11
43080,7666.484,1.23E-11,1.09E-11
43090,7666.931,1.24E-11,1.09E-11
43100,7667.37,1.24E-11,1.10E-11
43110,7667.802,1.25E-11,1.11E-11
43120,7668.227,1.26E-11,1.11E-11
43130,7668.644,1.26E-11,1.11E-11
43140,7669.054,1.27E-11,1.12E-11
43150,7669.455,1.27E-11,1.12E-11
43160,7669.849,1.28E-11,1.13E-11
43170,7670.236,1.28E-11,1.13E-11
43180,7670.614,1.28E-11,1.14E-11
43190,7670.984,1.29E-11,1.14E-11
43200,7671.346,1.29E-11,1.14E-11
43210,7671.7,1.29E-11,1.15E-11
43220,7672.046,1.30E-11,1.15E-11
43230,7672.384,1.30E-11,1.15E-11
43240,7672.713,1.31E-11,1.16E-11
43250,7673.034,1.31E-11,1.16E-11
43260,7673.347,1.32E-11,1.17E-11
43270,7673.651,1.32E-11,1.17E-11
43280,7673.946,1.33E-11,1.17E-11
43290,7674.233,1.33E-11,1.17E-11
43300,7674.511,1.33E-11,1.18E-11
43310,7674.781,1.34E-11,1.18E-11
43320,7675.042,1.35E-11,1.19E-11
43330,7675.294,1.34E-11,1.18E-11
43340,7675.537,1.34E-11,1.18E-11
43350,7675.772,1.34E-11,1.18E-11
43360,7675.998,1.34E-11,1.18E-11
43370,7676.215,1.34E-11,1.18E-11
43380,7676.423,1.34E-11,1.19E-11
43390,7676.622,1.35E-11,1.19E-11
43400,7676.813,1.35E-11,1.19E-11
43410,7676.994,1.35E-11,1.19E-11
43420,7677.167,1.36E-11,1.20E-11
43430,7677.331,1.36E-11,1.20E-11
43440,7677.486,1.36E-11,1.20E-11
43450,7677.633,1.37E-11,1.20E-11
43460,7677.77,1.37E-11,1.21E-11
43470,7677.899,1.37E-11,1.21E-11
43480,7678.019,1.37E-11,1.21E-11
43490,7678.13,1.38E-11,1.21E-11
43500,7678.232,1.38E-11,1.21E-11
43510,7678.326,1.38E-11,1.21E-11
43520,7678.411,1.38E-11,1.22E-11
43530,7678.487,1.39E-11,1.22E-11
43540,7678.554,1.39E-11,1.22E-11
43550,7678.613,1.39E-11,1.22E-11
43560,7678.663,1.39E-11,1.22E-11
43570,7678.705,1.39E-11,1.22E-11
43580,7678.739,1.39E-11,1.22E-11
43590,7678.764,1.40E-11,1.22E-11
43600,7678.78,1.39E-11,1.22E-11
43610,7678.789,1.39E-11,1.22E-11
43620,7678.789,1.39E-11,1.22E-11
43630,7678.781,1.39E-11,1.21E-11
43640,7678.765,1.38E-11,1.21E-11
43650,7678.741,1.38E-11,1.20E-11
43660,7678.709,1.38E-11,1.20E-11
43670,7678.67,1.37E-11,1.20E-11
43680,7678.622,1.37E-11,1.19E-11
43690,7678.567,1.36E-11,1.19E-11
43700,7678.504,1.36E-11,1.19E-11
43710,7678.434,1.36E-11,1.18E-11
43720,7678.357,1.35E-11,1.18E-11
43730,7678.272,1.35E-11,1.17E-11
43740,7678.18,1.34E-11,1.17E-11
43750,7678.081,1.33E-11,1.16E-11
43760,7677.974,1.33E-11,1.15E-11
43770,7677.861,1.32E-11,1.15E-11
43780,7677.741,1.32E-11,1.14E-11
43790,7677.614,1.31E-11,1.14E-11
43800,7677.481,1.31E-11,1.13E-11
43810,7677.342,1.30E-11,1.13E-11
43820,7677.197,1.29E-11,1.12E-11
43830,7677.046,1.29E-11,1.11E-11
43840,7676.888,1.28E-11,1.11E-11
43850,7676.725,1.27E-11,1.10E-11
43860,7676.556,1.27E-11,1.10E-11
43870,7676.381,1.26E-11,1.09E-11
43880,7676.201,1.25E-11,1.08E-11
43890,7676.014,1.24E-11,1.07E-11
43900,7675.822,1.23E-11,1.06E-11
43910,7675.625,1.22E-11,1.06E-11
43920,7675.422,1.21E-11,1.05E-11
43930,7675.214,1.20E-11,1.03E-11
43940,7675.001,1.19E-11,1.02E-11
43950,7674.783,1.18E-11,1.02E-11
43960,7674.56,1.16E-11,1.01E-11
43970,7674.333,1.15E-11,9.95E-12
43980,7674.101,1.14E-11,9.85E-12
43990,7673.865,1.13E-11,9.77E-12
44000,7673.625,1.12E-11,9.68E-12
44010,7673.381,1.11E-11,9.60E-12
44020,7673.132,1.10E-11,9.49E-12
44030,7672.881,1.09E-11,9.40E-12
44040,7672.625,1.08E-11,9.31E-12
44050,7672.366,1.07E-11,9.22E-12
44060,7672.104,1.06E-11,9.12E-12
44070,7671.839,1.05E-11,9.01E-12
44080,7671.57,1.04E-11,8.90E-12
44090,7671.299,1.02E-11,8.80E-12
44100,7671.024,1.01E-11,8.67E-12
44110,7670.748,9.98E-12,8.57E-12
44120,7670.468,9.85E-12,8.45E-12
44130,7670.187,9.72E-12,8.33E-12
44140,7669.903,9.59E-12,8.22E-12
44150,7669.617,9.46E-12,8.10E-12
44160,7669.329,9.30E-12,7.97E-12
44170,7669.039,9.16E-12,7.84E-12
44180,7668.748,9.05E-12,7.74E-12
44190,7668.455,8.95E-12,7.65E-12
44200,7668.161,8.83E-12,7.55E-12
44210,7667.866,8.69E-12,7.42E-12
44220,7667.569,8.55E-12,7.30E-12
44230,7667.271,8.43E-12,7.20E-12
44240,7666.973,8.29E-12,7.07E-12
44250,7666.673,8.16E-12,6.95E-12
44260,7666.373,8.01E-12,6.82E-12
44270,7666.073,7.88E-12,6.71E-12
44280,7665.772,7.74E-12,6.58E-12
44290,7665.47,7.58E-12,6.45E-12
44300,7665.169,7.45E-12,6.33E-12
44310,7664.867,7.34E-12,6.22E-12
44320,7664.566,7.23E-12,6.13E-12
44330,7664.264,7.14E-12,6.05E-12
44340,7663.963,7.02E-12,5.94E-12
44350,7663.662,6.89E-12,5.82E-12
44360,7663.361,6.77E-12,5.72E-12
44370,7663.061,6.68E-12,5.64E-12
44380,7662.762,6.59E-12,5.56E-12
44390,7662.463,6.55E-12,5.52E-12
44400,7662.165,6.52E-12,5.49E-12
44410,7661.868,6.49E-12,5.46E-12
44420,7661.572,6.47E-12,5.44E-12
44430,7661.278,6.48E-12,5.44E-12
44440,7660.984,6.49E-12,5.45E-12
44450,7660.692,6.53E-12,5.47E-12
44460,7660.402,6.50E-12,5.44E-12
44470,7660.113,6.39E-12,5.35E-12
44480,7659.825,6.12E-12,5.11E-12
44490,7659.54,5.84E-12,4.88E-12
44500,7659.256,5.61E-12,4.68E-12
44510,7658.973,5.50E-12,4.58E-12
44520,7658.693,5.51E-12,4.59E-12
44530,7658.415,5.51E-12,4.59E-12
44540,7658.139,5.41E-12,4.50E-12
44550,7657.864,5.25E-12,4.36E-12
44560,7657.592,5.08E-12,4.22E-12
44570,7657.323,4.95E-12,4.10E-12
44580,7657.055,4.79E-12,3.97E-12
44590,7656.79,4.69E-12,3.89E-12
44600,7656.527,4.60E-12,3.81E-12
44610,7656.267,4.60E-12,3.81E-12
44620,7656.009,4.60E-12,3.80E-12
44630,7655.754,4.60E-12,3.80E-12
44640,7655.502,4.64E-12,3.83E-12
44650,7655.252,4.71E-12,3.89E-12
44660,7655.004,4.80E-12,3.97E-12
44670,7654.76,4.86E-12,4.02E-12
44680,7654.518,4.93E-12,4.07E-12
44690,7654.279,4.94E-12,4.07E-12
44700,7654.043,4.88E-12,4.03E-12
44710,7653.81,4.73E-12,3.90E-12
44720,7653.58,4.54E-12,3.74E-12
44730,7653.352,4.38E-12,3.62E-12
44740,7653.128,4.31E-12,3.56E-12
44750,7652.906,4.28E-12,3.53E-12
44760,7652.688,4.27E-12,3.52E-12
44770,7652.472,4.31E-12,3.56E-12
44780,7652.26,4.39E-12,3.62E-12
44790,7652.05,4.53E-12,3.74E-12
44800,7651.844,4.70E-12,3.88E-12
44810,7651.64,4.76E-12,3.93E-12
44820,7651.44,4.70E-12,3.89E-12
