0.000	413.139	-68.560	101.194	   6.743	7638.036	300.000	1089.989	0.012	-0.004	0.522	4.223	1.939e-12	0.795	3.323	1.619e-12
10.000	413.307	-69.199	101.389	   6.758	7637.824	300.000	1089.633	0.011	-0.004	0.519	4.246	1.902e-12	0.793	3.326	1.591e-12
20.000	413.469	-69.838	101.599	   6.775	7637.618	300.000	1089.151	0.010	-0.004	0.516	4.263	1.869e-12	0.791	3.329	1.563e-12
30.000	413.627	-70.476	101.825	   6.793	7637.417	300.000	1088.548	0.009	-0.004	0.513	4.286	1.840e-12	0.789	3.330	1.541e-12
40.000	413.780	-71.114	102.068	   6.812	7637.223	300.000	1087.828	0.008	-0.004	0.510	4.311	1.831e-12	0.787	3.333	1.536e-12
50.000	413.928	-71.751	102.330	   6.832	7637.035	300.000	1086.995	0.007	-0.004	0.507	4.336	1.833e-12	0.785	3.335	1.541e-12
60.000	414.071	-72.388	102.614	   6.854	7636.854	300.000	1086.053	0.006	-0.004	0.504	4.361	1.849e-12	0.783	3.336	1.558e-12
70.000	414.208	-73.024	102.921	   6.877	7636.679	300.000	1085.007	0.006	-0.004	0.501	4.387	1.879e-12	0.781	3.337	1.586e-12
80.000	414.341	-73.660	103.254	   6.902	7636.510	300.000	1083.860	0.005	-0.004	0.498	4.413	1.912e-12	0.779	3.338	1.616e-12
90.000	414.468	-74.295	103.616	   6.929	7636.348	300.000	1082.619	0.004	-0.004	0.496	4.436	1.941e-12	0.778	3.338	1.643e-12
100.000	414.590	-74.928	104.012	   6.958	7636.192	300.000	1081.288	0.003	-0.004	0.495	4.443	1.951e-12	0.777	3.339	1.653e-12
110.000	414.707	-75.561	104.445	   6.990	7636.043	300.000	1079.871	0.002	-0.004	0.494	4.450	1.958e-12	0.777	3.339	1.660e-12
120.000	414.818	-76.193	104.921	   7.024	7635.901	300.000	1078.375	0.001	-0.004	0.493	4.456	1.972e-12	0.777	3.339	1.672e-12
130.000	414.924	-76.824	105.445	   7.062	7635.766	300.000	1076.804	0.000	-0.004	0.492	4.463	2.004e-12	0.777	3.338	1.698e-12
140.000	415.024	-77.453	106.025	   7.104	7635.638	300.000	1075.165	-0.001	-0.004	0.493	4.454	2.050e-12	0.777	3.338	1.738e-12
150.000	415.119	-78.081	106.670	   7.149	7635.516	300.000	1073.461	-0.002	-0.004	0.494	4.447	2.086e-12	0.777	3.336	1.769e-12
160.000	415.208	-78.706	107.389	   7.200	7635.402	300.000	1071.699	-0.003	-0.004	0.495	4.439	2.114e-12	0.777	3.335	1.792e-12
170.000	415.292	-79.330	108.196	   7.257	7635.294	300.000	1069.884	-0.004	-0.004	0.496	4.430	2.138e-12	0.778	3.333	1.811e-12
180.000	415.370	-79.951	109.107	   7.320	7635.194	300.000	1068.022	-0.005	-0.004	0.498	4.410	2.163e-12	0.779	3.331	1.831e-12
190.000	415.442	-80.568	110.142	   7.392	7635.101	300.000	1066.118	-0.006	-0.004	0.502	4.382	2.171e-12	0.781	3.329	1.835e-12
200.000	415.509	-81.182	111.326	   7.474	7635.014	300.000	1064.178	-0.006	-0.004	0.505	4.354	2.169e-12	0.782	3.326	1.832e-12
210.000	415.569	-81.792	112.690	   7.567	7634.936	300.000	1062.206	-0.007	-0.004	0.508	4.325	2.156e-12	0.784	3.323	1.818e-12
220.000	415.624	-82.396	114.278	   7.676	7634.864	300.000	1060.209	-0.008	-0.004	0.512	4.294	2.135e-12	0.787	3.320	1.797e-12
230.000	415.673	-82.992	116.142	   7.803	7634.800	300.000	1058.192	-0.009	-0.004	0.515	4.265	2.108e-12	0.789	3.317	1.771e-12
240.000	415.717	-83.580	118.357	   7.954	7634.743	300.000	1056.159	-0.010	-0.004	0.518	4.245	2.096e-12	0.791	3.312	1.759e-12
250.000	415.754	-84.155	121.019	   8.134	7634.694	300.000	1054.117	-0.011	-0.004	0.521	4.218	2.096e-12	0.793	3.308	1.757e-12
260.000	415.786	-84.715	124.260	   8.353	7634.652	300.000	1052.070	-0.012	-0.004	0.524	4.196	2.103e-12	0.795	3.303	1.760e-12
270.000	415.811	-85.254	128.260	   8.622	7634.618	300.000	1050.022	-0.013	-0.004	0.528	4.169	2.120e-12	0.797	3.299	1.773e-12
280.000	415.831	-85.763	133.258	   8.958	7634.591	300.000	1047.978	-0.014	-0.004	0.531	4.142	2.145e-12	0.800	3.293	1.792e-12
290.000	415.845	-86.231	139.566	   9.381	7634.571	300.000	1045.942	-0.015	-0.004	0.534	4.121	2.158e-12	0.802	3.288	1.801e-12
300.000	415.853	-86.640	147.539	   9.916	7634.559	300.000	1043.918	-0.016	-0.004	0.537	4.098	2.160e-12	0.804	3.282	1.801e-12
310.000	415.854	-86.967	157.471	  10.581	7634.555	300.000	1041.910	-0.017	-0.004	0.541	4.073	2.155e-12	0.807	3.276	1.795e-12
320.000	415.850	-87.183	169.348	  11.375	7634.558	300.000	1039.918	-0.018	-0.004	0.544	4.052	2.123e-12	0.809	3.270	1.768e-12
330.000	415.840	-87.260	-177.479	  12.256	7634.569	300.000	1037.948	-0.019	-0.004	0.547	4.028	2.089e-12	0.812	3.263	1.738e-12
340.000	415.824	-87.189	-164.275	  13.139	7634.587	300.000	1036.003	-0.020	-0.005	0.551	4.002	2.049e-12	0.814	3.257	1.704e-12
350.000	415.803	-86.979	-152.323	  13.939	7634.613	300.000	1034.087	-0.021	-0.005	0.554	3.979	2.034e-12	0.816	3.250	1.690e-12
360.000	415.775	-86.657	-142.301	  14.610	7634.646	300.000	1032.207	-0.022	-0.005	0.557	3.957	2.034e-12	0.819	3.242	1.690e-12
370.000	415.741	-86.250	-134.248	  15.149	7634.686	300.000	1030.368	-0.023	-0.005	0.561	3.936	2.046e-12	0.821	3.235	1.699e-12
380.000	415.701	-85.785	-127.875	  15.577	7634.735	300.000	1028.576	-0.024	-0.005	0.564	3.912	2.052e-12	0.824	3.228	1.704e-12
390.000	415.656	-85.277	-122.826	  15.916	7634.790	300.000	1026.835	-0.025	-0.005	0.568	3.891	2.063e-12	0.826	3.220	1.713e-12
400.000	415.604	-84.739	-118.788	  16.188	7634.853	300.000	1025.148	-0.026	-0.005	0.571	3.870	2.068e-12	0.829	3.212	1.717e-12
410.000	415.547	-84.180	-115.518	  16.409	7634.924	300.000	1023.518	-0.026	-0.005	0.574	3.854	2.086e-12	0.831	3.204	1.731e-12
420.000	415.483	-83.605	-112.834	  16.591	7635.002	300.000	1021.949	-0.027	-0.005	0.577	3.833	2.119e-12	0.834	3.195	1.759e-12
430.000	415.414	-83.018	-110.602	  16.742	7635.087	300.000	1020.442	-0.028	-0.005	0.581	3.811	2.161e-12	0.837	3.187	1.794e-12
440.000	415.339	-82.422	-108.724	  16.870	7635.180	300.000	1019.000	-0.029	-0.005	0.585	3.790	2.189e-12	0.839	3.178	1.818e-12
450.000	415.259	-81.818	-107.125	  16.980	7635.280	300.000	1017.625	-0.030	-0.005	0.588	3.770	2.214e-12	0.842	3.169	1.839e-12
460.000	415.172	-81.209	-105.752	  17.074	7635.388	300.000	1016.318	-0.031	-0.005	0.591	3.753	2.237e-12	0.845	3.161	1.858e-12
470.000	415.080	-80.595	-104.561	  17.156	7635.503	300.000	1015.080	-0.032	-0.005	0.594	3.735	2.253e-12	0.848	3.152	1.872e-12
480.000	414.982	-79.977	-103.520	  17.228	7635.624	300.000	1013.913	-0.033	-0.005	0.598	3.716	2.250e-12	0.850	3.143	1.870e-12
490.000	414.879	-79.356	-102.604	  17.292	7635.753	300.000	1012.817	-0.034	-0.005	0.601	3.698	2.253e-12	0.853	3.134	1.873e-12
500.000	414.770	-78.733	-101.793	  17.349	7635.890	300.000	1011.793	-0.035	-0.005	0.604	3.680	2.253e-12	0.856	3.125	1.874e-12
510.000	414.655	-78.107	-101.070	  17.400	7636.033	300.000	1010.841	-0.036	-0.005	0.607	3.666	2.253e-12	0.858	3.116	1.875e-12
520.000	414.535	-77.480	-100.423	  17.446	7636.183	300.000	1009.961	-0.037	-0.005	0.610	3.650	2.245e-12	0.861	3.107	1.870e-12
530.000	414.409	-76.850	-99.840	  17.488	7636.340	300.000	1009.153	-0.038	-0.005	0.613	3.636	2.235e-12	0.863	3.098	1.863e-12
540.000	414.278	-76.220	-99.314	  17.525	7636.503	300.000	1008.418	-0.038	-0.005	0.616	3.623	2.234e-12	0.866	3.089	1.864e-12
550.000	414.142	-75.588	-98.836	  17.560	7636.674	300.000	1007.754	-0.039	-0.005	0.620	3.604	2.230e-12	0.869	3.080	1.862e-12
560.000	414.000	-74.955	-98.401	  17.592	7636.851	300.000	1007.160	-0.040	-0.006	0.623	3.586	2.234e-12	0.871	3.070	1.868e-12
570.000	413.853	-74.321	-98.004	  17.621	7637.035	300.000	1006.636	-0.041	-0.006	0.627	3.569	2.244e-12	0.874	3.061	1.877e-12
580.000	413.700	-73.686	-97.640	  17.648	7637.225	300.000	1006.181	-0.042	-0.006	0.630	3.553	2.243e-12	0.876	3.051	1.879e-12
590.000	413.543	-73.050	-97.305	  17.673	7637.421	300.000	1005.794	-0.043	-0.006	0.634	3.537	2.242e-12	0.879	3.042	1.881e-12
600.000	413.380	-72.414	-96.997	  17.697	7637.624	300.000	1005.472	-0.044	-0.006	0.637	3.522	2.244e-12	0.881	3.033	1.884e-12
610.000	413.213	-71.777	-96.713	  17.718	7637.834	300.000	1005.214	-0.045	-0.006	0.640	3.508	2.255e-12	0.884	3.024	1.895e-12
620.000	413.040	-71.140	-96.450	  17.739	7638.049	300.000	1005.019	-0.046	-0.006	0.643	3.495	2.272e-12	0.886	3.015	1.911e-12
630.000	412.863	-70.502	-96.206	  17.758	7638.271	300.000	1004.884	-0.047	-0.006	0.646	3.482	2.291e-12	0.889	3.006	1.929e-12
640.000	412.681	-69.863	-95.979	  17.776	7638.498	300.000	1004.808	-0.048	-0.006	0.650	3.468	2.308e-12	0.891	2.998	1.946e-12
650.000	412.493	-69.224	-95.769	  17.792	7638.732	300.000	1004.788	-0.049	-0.006	0.653	3.452	2.324e-12	0.894	2.989	1.962e-12
660.000	412.302	-68.585	-95.573	  17.808	7638.971	300.000	1004.823	-0.050	-0.006	0.656	3.440	2.337e-12	0.896	2.980	1.976e-12
670.000	412.105	-67.945	-95.390	  17.823	7639.216	300.000	1004.908	-0.051	-0.006	0.659	3.429	2.349e-12	0.899	2.971	1.988e-12
680.000	411.905	-67.305	-95.218	  17.837	7639.467	300.000	1005.043	-0.051	-0.006	0.663	3.416	2.356e-12	0.902	2.963	1.996e-12
690.000	411.699	-66.664	-95.058	  17.851	7639.723	300.000	1005.224	-0.052	-0.006	0.666	3.403	2.355e-12	0.904	2.954	1.998e-12
700.000	411.490	-66.024	-94.909	  17.864	7639.985	300.000	1005.449	-0.053	-0.006	0.669	3.389	2.355e-12	0.907	2.946	2.000e-12
710.000	411.276	-65.382	-94.768	  17.876	7640.252	300.000	1005.715	-0.054	-0.007	0.673	3.375	2.351e-12	0.909	2.938	2.000e-12
720.000	411.058	-64.741	-94.636	  17.887	7640.525	300.000	1006.019	-0.055	-0.007	0.675	3.367	2.354e-12	0.911	2.930	2.004e-12
730.000	410.835	-64.099	-94.513	  17.898	7640.802	300.000	1006.358	-0.056	-0.007	0.678	3.355	2.349e-12	0.914	2.923	2.002e-12
740.000	410.609	-63.457	-94.396	  17.909	7641.085	300.000	1006.730	-0.057	-0.007	0.682	3.342	2.346e-12	0.916	2.914	2.002e-12
750.000	410.379	-62.815	-94.287	  17.919	7641.372	300.000	1007.131	-0.058	-0.007	0.686	3.325	2.342e-12	0.919	2.906	2.001e-12
760.000	410.145	-62.173	-94.184	  17.929	7641.664	300.000	1007.559	-0.059	-0.007	0.690	3.314	2.341e-12	0.922	2.898	2.003e-12
770.000	409.907	-61.530	-94.087	  17.938	7641.961	300.000	1008.011	-0.060	-0.007	0.693	3.302	2.337e-12	0.924	2.891	2.002e-12
