epoch,R,loss,lr,val_R,val_loss
0,0.880832810600066,0.2530539326709333,0.001,0.14824131046906625,0.26995050629524336
1,0.8935163188555925,0.21416268876027167,0.001,0.12238783258689592,0.259872409987123
2,0.8955192255909896,0.20705458285341954,0.001,0.20006614576782777,0.26837409696707576
3,0.8971761217705366,0.20369047877296365,0.001,0.19458964043998556,0.2556806365104571
4,0.8973607604369401,0.20148476168073853,0.001,0.18130287355934716,0.25644558215998625
5,0.8991907191020874,0.19800092760902946,0.001,0.19947140853188625,0.276364903672509
6,0.9036437650787926,0.1852307063804555,0.000100000005,0.2264943930282168,0.2465215656855335
7,0.9046618675418577,0.1829475947583329,0.000100000005,0.2295765488803999,0.24768621971550053
8,0.9047618474781354,0.18268735446335482,0.000100000005,0.22741797014126836,0.2436111368953365
9,0.9056789981455969,0.18131264051067925,0.000100000005,0.22740005703821575,0.24894470719441975
10,0.9058130844988068,0.18049157219501985,0.000100000005,0.23521390119439936,0.24343287227802898
11,0.9067757958381489,0.1791245034329054,0.000100000005,0.221945630757725,0.26226399163269015
12,0.9072102131217159,0.1779121419859316,0.000100000005,0.2204747771920815,0.2687987546296152
13,0.9079798713126707,0.17686371989448332,1.0000001e-05,0.22824994576712176,0.25680801630632516
14,0.9086817469098293,0.1756753048692248,1.0000001e-05,0.2294042367386083,0.25494741860726106
15,0.9082708831127463,0.17593409778605199,1.0000001e-06,0.229018977452835,0.2555661898565619
16,0.9079874692270008,0.1760058548990587,1.0000001e-06,0.22884503057711336,0.2559244704471059
17,0.9083969448910322,0.17583181119796099,1.0000001e-07,0.22883369907583684,0.25593749837924357
18,0.9083961238809949,0.17556624848785093,1.0000001e-07,0.2288157028158846,0.25598477956979243
19,0.9084739664604453,0.17532534354813298,1.0000001e-08,0.228814107728229,0.25598485675984867
